conformer,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma,stderr
receptor_1,1,1.18,1.29,-17.604,36.127,36.127,15.593,-2.0109999999999992,
