frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
9044,1,1.248,0.992,-22.832,97.188,97.188,10.528,-12.304
9045,1,1.279,1.032,-19.37,102.025,102.025,4.794,-14.576
9046,1,1.552,0.641,-24.551,99.856,99.856,6.662,-17.889
9047,1,1.359,0.677,-23.629,92.108,92.108,9.28,-14.349000000000002
9048,1,1.28,0.893,-25.251,92.132,92.132,8.665,-16.586000000000002
9049,1,1.337,1.022,-21.233,99.573,99.573,9.463,-11.770000000000001
9050,1,1.38,0.714,-24.236,92.286,92.286,5.508,-18.728
9051,1,1.045,1.131,-22.165,89.958,89.958,-0.289,-22.454
9052,1,1.238,0.819,-30.807,91.635,91.635,6.465,-24.342
9053,1,1.157,1.098,-30.293,87.994,87.994,3.169,-27.124
9054,1,1.254,1.079,-26.059,83.028,83.028,-0.121,-26.18
9055,1,1.293,1.009,-23.918,77.757,77.757,-0.05,-23.968
9056,1,1.217,0.812,-29.446,77.256,77.256,0.734,-28.712000000000003
9057,1,1.146,1.049,-24.901,86.42,86.42,-0.798,-25.698999999999998
9058,1,1.315,1.049,-29.102,83.076,83.076,-0.03,-29.132
9059,1,1.395,1.098,-23.94,78.613,78.613,-1.712,-25.652
9060,1,1.2,1.007,-26.616,82.244,82.244,2.762,-23.854
9061,1,1.143,0.765,52.811,26.001,26.001,-73.739,-20.928000000000004
9062,1,0.931,0.928,46.137,19.565,19.565,-64.622,-18.485
9063,1,0.978,0.979,42.417,27.759,27.759,-60.871,-18.454
9064,1,1.365,1.126,53.628,25.505,25.505,-71.457,-17.828999999999994
9065,1,1.184,0.959,58.212,22.825,22.825,-71.509,-13.296999999999997
9066,1,1.078,1.08,58.135,25.547,25.547,-75.011,-16.875999999999998
9067,1,0.83,1.191,53.577,27.153,27.153,-65.737,-12.159999999999997
9068,1,1.025,0.783,64.851,21.794,21.794,-81.411,-16.560000000000002
9069,1,1.119,1.084,54.082,17.426,17.426,-68.774,-14.692
9070,1,1.3,1.093,49.572,23.242,23.242,-65.501,-15.929000000000002
9071,1,1.28,1.192,-23.94,92.353,92.353,0.552,-23.388
9072,1,0.98,1.151,-23.267,89.716,89.716,-2.424,-25.691
9073,1,1.078,1.133,-23.991,82.797,82.797,-8.443,-32.434
9074,1,0.926,1.048,-22.135,72.168,72.168,-11.316,-33.451
9075,1,1.027,0.894,-18.341,72.344,72.344,-11.621,-29.962000000000003
9076,1,0.883,1.054,-23.625,67.382,67.382,-10.388,-34.013
9077,1,1.271,1.259,-18.617,67.497,67.497,-15.354,-33.971000000000004
9078,1,1.01,0.874,-27.693,66.713,66.713,-12.682,-40.375
9079,1,1.173,0.789,-20.277,64.108,64.108,-21.61,-41.887
9080,1,1.006,0.901,-21.8,67.019,67.019,-14.561,-36.361000000000004
9081,1,0.885,0.674,-19.064,71.886,71.886,-8.136,-27.2
9082,1,1.015,0.946,-20.287,71.606,71.606,-8.779,-29.066
9083,1,1.153,0.54,-19.293,69.281,69.281,-12.149,-31.442
9084,1,1.372,0.795,-21.572,70.376,70.376,-15.167,-36.739
9085,1,1.377,0.701,-26.182,69.784,69.784,-6.903,-33.085
9086,1,1.328,0.575,-29.814,69.513,69.513,-6.528,-36.342
9087,1,0.902,0.864,-30.624,79.716,79.716,-6.086,-36.71
9088,1,0.871,0.597,-24.873,66.872,66.872,-12.076,-36.949
9089,1,0.882,0.776,-29.037,60.153,60.153,-13.562,-42.599
9090,1,1.126,0.581,-30.103,61.136,61.136,-9.676,-39.779
9091,1,0.952,0.866,-33.613,61.59,61.59,-5.913,-39.525999999999996
9092,1,1.097,0.802,-28.874,67.417,67.417,-13.224,-42.098
9093,1,0.929,0.898,-22.794,71.594,71.594,-12.349,-35.143
9094,1,1.087,1.202,-16.648,71.903,71.903,-10.682,-27.33
9095,1,0.826,1.221,-20.801,74.973,74.973,-9.084,-29.884999999999998
9096,1,0.856,1.137,-20.563,76.827,76.827,-9.936,-30.499
9097,1,1.073,1.178,-24.579,77.077,77.077,-14.308,-38.887
9098,1,1.012,1.062,-26.312,76.3,76.3,-11.581,-37.893
9099,1,1.148,1.221,-32.699,74.282,74.282,-8.726,-41.425
9100,1,1.109,1.088,-36.098,80.608,80.608,-7.551,-43.649
9101,1,0.895,0.808,30.736,52.641,52.641,-41.975,-11.239
9102,1,0.856,0.748,26.657,49.462,49.462,-44.543,-17.886
9103,1,0.826,0.871,29.101,46.733,46.733,-49.425,-20.323999999999998
9104,1,0.853,0.914,26.35,42.111,42.111,-49.385,-23.034999999999997
9105,1,0.739,1.021,32.248,43.754,43.754,-53.092,-20.844
9106,1,0.846,0.84,27.926,48.901,48.901,-45.563,-17.637000000000004
9107,1,0.971,0.843,26.224,48.086,48.086,-39.441,-13.217000000000002
9108,1,0.921,0.833,23.804,46.49,46.49,-39.797,-15.992999999999999
9109,1,1.026,0.945,22.981,51.268,51.268,-39.427,-16.445999999999998
9110,1,0.93,0.772,25.019,47.714,47.714,-45.059,-20.04
9111,1,1.017,1.382,-26.49,93.596,93.596,-3.571,-30.061
9112,1,1.034,1.202,-25.045,86.101,86.101,-3.927,-28.972
9113,1,1.018,1.133,-21.698,84.244,84.244,-2.973,-24.671
9114,1,1.292,1.335,-21.053,84.057,84.057,-5.304,-26.357
9115,1,1.259,1.117,-21.361,89.087,89.087,-6.366,-27.727
9116,1,1.159,0.899,-19.246,82.636,82.636,-10.154,-29.4
9117,1,1.07,1.123,-18.295,80.365,80.365,-13.168,-31.463
9118,1,1.184,1.189,-14.509,81.04,81.04,-6.505,-21.014
9119,1,1.126,1.265,-24.371,79.068,79.068,-5.526,-29.897
9120,1,0.947,1.156,-20.604,83.347,83.347,-5.688,-26.291999999999998
9121,1,0.931,1.169,-24.774,88.983,88.983,-6.996,-31.770000000000003
9122,1,1.028,1.209,-28.01,89.634,89.634,-9.507,-37.517
9123,1,0.893,1.443,-25.75,88.724,88.724,-11.561,-37.311
9124,1,0.915,1.47,-27.258,90.006,90.006,-7.556,-34.814
9125,1,0.98,1.541,-27.312,91.409,91.409,-6.221,-33.533
9126,1,1.045,1.459,-30.071,91.58,91.58,-6.204,-36.275
9127,1,1.086,1.157,-23.967,89.287,89.287,-7.634,-31.601
9128,1,0.871,1.144,-19.811,88.041,88.041,-8.136,-27.947
9129,1,1.05,1.553,-22.168,90.857,90.857,-11.585,-33.753
9130,1,0.855,1.155,-19.779,88.515,88.515,-14.035,-33.814
9131,1,0.913,1.141,-24.351,87.232,87.232,-7.595,-31.945999999999998
9132,1,1.081,1.106,-25.728,91.669,91.669,-6.078,-31.806
9133,1,1.189,0.983,-20.6,93.097,93.097,-4.058,-24.658
9134,1,1.145,1.362,-18.358,90.592,90.592,-4.361,-22.719
9135,1,1.138,1.029,-27.853,84.261,84.261,-5.963,-33.816
9136,1,1.206,1.278,-25.808,78.119,78.119,-9.533,-35.341
9137,1,1.059,1.216,-24.942,83.083,83.083,-9.41,-34.352000000000004
9138,1,0.997,1.404,-32.88,80.579,80.579,-5.184,-38.064
9139,1,1.001,1.369,-27.954,75.348,75.348,-7.843,-35.797
9140,1,1.01,1.276,-19.623,75.387,75.387,-8.82,-28.443
9141,1,1.245,0.994,-17.758,79.013,79.013,-12.821,-30.579
9142,1,0.987,1.208,-24.2,80.085,80.085,-11.414,-35.614
9143,1,1.016,1.354,-24.586,75.557,75.557,-12.334,-36.92
9144,1,0.916,1.05,-26.848,79.13,79.13,-2.056,-28.904
9145,1,0.931,1.11,-23.945,85.895,85.895,-7.903,-31.848
9146,1,0.979,1.037,-28.219,87.49,87.49,-4.052,-32.271
9147,1,1.021,1.101,-25.937,87.398,87.398,-5.246,-31.183
9148,1,0.969,1.121,-28.886,87.568,87.568,-9.732,-38.617999999999995
9149,1,1.046,1.273,-24.017,87.407,87.407,-8.754,-32.771
9150,1,0.895,1.42,-21.439,85.082,85.082,-8.764,-30.203
9151,1,0.956,1.237,24.999,26.745,26.745,-26.627,-1.6280000000000001
9152,1,1.011,1.802,34.617,28.213,28.213,-35.033,-0.4160000000000039
9153,1,0.789,1.447,40.517,28.835,28.835,-41.801,-1.283999999999999
9154,1,0.972,1.437,49.106,31.724,31.724,-45.096,4.010000000000005
9155,1,0.565,1.361,62.298,31.439,31.439,-60.084,2.2139999999999986
9156,1,1.043,1.056,56.264,32.218,32.218,-54.752,1.5120000000000005
9157,1,0.689,1.094,48.745,28.342,28.342,-44.065,4.68
9158,1,0.956,1.095,41.086,28.154,28.154,-35.111,5.975000000000001
9159,1,0.711,1.056,53.197,27.266,27.266,-44.862,8.335
9160,1,0.59,1.032,47.502,27.869,27.869,-39.046,8.456000000000003
9161,1,0.95,0.909,58.588,28.605,28.605,-44.859,13.729
9162,1,0.951,0.933,59.473,29.566,29.566,-46.328,13.144999999999996
9163,1,1.181,1.105,63.054,33.416,33.416,-51.179,11.875
9164,1,1.187,1.272,60.862,33.939,33.939,-49.677,11.185000000000002
9165,1,1.25,1.228,57.785,33.355,33.355,-37.936,19.848999999999997
9166,1,1.486,1.236,56.063,35.916,35.916,-36.931,19.132000000000005
9167,1,1.353,1.071,64.48,28.711,28.711,-52.67,11.810000000000002
9168,1,1.165,1.2,53.148,28.174,28.174,-44.877,8.271
9169,1,1.091,1.14,67.771,30.792,30.792,-58.277,9.494
9170,1,1.41,0.977,61.992,21.346,21.346,-49.702,12.29
9171,1,1.087,1.42,55.167,20.773,20.773,-46.399,8.768
9172,1,1.201,1.161,52.032,27.11,27.11,-50.237,1.7949999999999946
9173,1,1.554,1.02,48.156,27.122,27.122,-47.884,0.27199999999999847
9174,1,1.353,0.816,53.244,28.236,28.236,-53.995,-0.7509999999999977
9175,1,1.41,0.872,51.337,33.065,33.065,-49.887,1.4500000000000028
9176,1,1.629,1.026,60.453,38.166,38.166,-60.945,-0.49199999999999733
9177,1,1.405,1.175,58.355,32.045,32.045,-62.268,-3.913000000000004
9178,1,1.376,1.341,59.177,36.596,36.596,-61.478,-2.301000000000002
9179,1,0.751,1.108,57.85,31.898,31.898,-62.474,-4.623999999999995
9180,1,0.891,1.112,55.868,24.739,24.739,-63.906,-8.037999999999997
9181,1,0.807,1.208,54.473,33.627,33.627,-58.103,-3.6300000000000026
9182,1,0.772,1.35,53.771,31.954,31.954,-60.716,-6.945
9183,1,0.66,1.367,54.49,31.109,31.109,-55.773,-1.2830000000000013
9184,1,0.824,1.227,47.435,29.905,29.905,-51.585,-4.149999999999999
9185,1,0.687,1.268,55.036,28.641,28.641,-56.972,-1.936
9186,1,0.733,1.292,46.007,33.895,33.895,-44.152,1.8549999999999969
9187,1,0.888,1.193,47.098,28.746,28.746,-47.81,-0.7120000000000033
9188,1,0.756,1.15,40.69,32.026,32.026,-42.562,-1.8719999999999999
9189,1,0.959,1.229,51.574,34.019,34.019,-47.364,4.210000000000001
9190,1,0.931,1.076,48.659,34.485,34.485,-51.97,-3.311
9191,1,1.052,1.002,13.611,54.215,54.215,-64.194,-50.583
9192,1,1.041,1.118,13.078,53.183,53.183,-60.696,-47.617999999999995
9193,1,1.076,0.693,12.432,46.956,46.956,-59.293,-46.861
9194,1,1.214,0.604,6.894,49.587,49.587,-58.663,-51.769
9195,1,1.117,0.718,-0.869,44.862,44.862,-48.123,-48.992
9196,1,0.885,1.082,-4.152,46.208,46.208,-49.521,-53.673
9197,1,1.065,0.6,1.902,45.716,45.716,-54.209,-52.307
9198,1,0.918,0.964,0.855,42.665,42.665,-54.09,-53.23500000000001
9199,1,0.898,1.166,1.471,40.537,40.537,-54.664,-53.193
9200,1,0.976,1.045,6.754,42.406,42.406,-53.953,-47.199000000000005
9201,1,1.061,1.061,-2.497,44.57,44.57,-46.676,-49.173
9202,1,1.083,0.921,-2.927,45.585,45.585,-48.183,-51.11
9203,1,1.202,0.939,7.132,47.843,47.843,-54.43,-47.298
9204,1,1.069,1.02,9.088,51.641,51.641,-53.647,-44.559
9205,1,1.165,1.166,6.862,51.759,51.759,-49.438,-42.576
9206,1,0.97,0.913,6.818,49.182,49.182,-52.194,-45.376000000000005
9207,1,1.027,0.772,13.19,48.382,48.382,-53.669,-40.479
9208,1,1.377,1.01,17.802,47.442,47.442,-57.935,-40.133
9209,1,1.537,0.988,21.238,47.304,47.304,-52.107,-30.869
9210,1,1.617,0.802,26.125,48.047,48.047,-58.279,-32.154
9211,1,1.263,0.846,41.613,17.86,17.86,-57.861,-16.247999999999998
9212,1,1.131,1.235,42.78,20.813,20.813,-58.375,-15.594999999999999
9213,1,1.25,0.827,41.749,22.757,22.757,-61.136,-19.387
9214,1,1.039,1.278,45.11,22.935,22.935,-60.045,-14.935000000000002
9215,1,0.936,0.923,27.796,21.555,21.555,-49.758,-21.962000000000003
9216,1,1.15,0.985,44.782,22.909,22.909,-62.411,-17.629000000000005
9217,1,1.074,1.488,32.251,29.318,29.318,-50.487,-18.236000000000004
9218,1,0.7,1.297,33.853,22.718,22.718,-49.327,-15.473999999999997
9219,1,0.658,1.286,26.418,23.802,23.802,-45.772,-19.354
9220,1,0.821,1.127,18.365,19.373,19.373,-37.9,-19.535
9221,1,1.168,1.199,13.428,58.839,58.839,-61.171,-47.742999999999995
9222,1,1.241,0.889,10.96,55.637,55.637,-59.377,-48.417
9223,1,1.152,0.964,4.449,57.071,57.071,-53.025,-48.576
9224,1,1.193,0.982,4.62,55.778,55.778,-50.903,-46.283
9225,1,1.209,0.862,4.591,59.458,59.458,-51.829,-47.238
9226,1,1.297,0.763,11.599,56.67,56.67,-58.868,-47.269000000000005
9227,1,1.192,0.762,14.292,61.468,61.468,-58.157,-43.864999999999995
9228,1,1.302,0.862,11.573,55.441,55.441,-57.996,-46.423
9229,1,1.362,1.047,12.535,57.32,57.32,-53.231,-40.696
9230,1,1.287,0.821,19.176,59.641,59.641,-58.118,-38.94200000000001
9231,1,0.817,0.973,25.548,27.98,27.98,-51.794,-26.246
9232,1,0.878,0.934,31.814,22.679,22.679,-55.781,-23.967
9233,1,0.853,0.821,24.345,24.349,24.349,-46.243,-21.898000000000003
9234,1,0.754,0.854,18.816,24.036,24.036,-42.193,-23.377
9235,1,0.878,0.971,13.955,25.432,25.432,-36.735,-22.78
9236,1,0.955,0.982,21.753,27.685,27.685,-44.114,-22.360999999999997
9237,1,0.717,0.854,14.402,26.008,26.008,-35.377,-20.975
9238,1,0.786,1.342,7.133,28.632,28.632,-28.002,-20.869
9239,1,0.699,0.999,21.952,23.165,23.165,-45.062,-23.109999999999996
9240,1,0.518,1.023,17.748,22.847,22.847,-40.085,-22.337
9241,1,1.28,0.924,-0.313,53.566,53.566,-50.409,-50.722
9242,1,1.254,1.123,5.175,59.687,59.687,-51.395,-46.220000000000006
9243,1,1.435,1.03,2.395,56.606,56.606,-52.152,-49.757
9244,1,1.462,1.169,0.515,60.588,60.588,-49.354,-48.839
9245,1,1.282,0.968,7.223,60.072,60.072,-57.419,-50.196
9246,1,1.233,1.158,5.136,62.043,62.043,-54.655,-49.519
9247,1,1.351,0.879,8.271,63.834,63.834,-55.713,-47.442
9248,1,1.374,1.187,1.08,58.771,58.771,-51.605,-50.525
9249,1,1.409,1.045,2.557,57.141,57.141,-50.075,-47.518
9250,1,1.317,0.994,2.961,67.701,67.701,-50.48,-47.519
9251,1,1.239,1.136,4.718,64.36,64.36,-51.299,-46.581
9252,1,1.23,1.194,6.435,68.809,68.809,-50.788,-44.352999999999994
9253,1,1.193,0.982,8.178,68.722,68.722,-49.635,-41.456999999999994
9254,1,1.208,1.388,5.079,64.803,64.803,-54.132,-49.053
9255,1,1.195,1.431,4.762,65.559,65.559,-50.106,-45.344
9256,1,1.053,1.165,7.446,68.683,68.683,-54.983,-47.537
9257,1,1.192,1.32,6.13,66.137,66.137,-56.364,-50.233999999999995
9258,1,1.005,1.234,4.417,66.072,66.072,-50.696,-46.278999999999996
9259,1,1.078,1.118,5.258,66.887,66.887,-54.312,-49.053999999999995
9260,1,1.079,1.191,6.259,68.018,68.018,-57.484,-51.225
9261,1,0.826,1.167,42.969,34.539,34.539,-59.129,-16.159999999999997
9262,1,0.797,1.174,37.889,33.723,33.723,-55.59,-17.701
9263,1,0.89,1.241,30.863,36.377,36.377,-46.175,-15.311999999999998
9264,1,0.944,0.907,27.994,27.853,27.853,-47.049,-19.055
9265,1,0.724,1.079,21.079,31.022,31.022,-42.013,-20.933999999999997
9266,1,0.461,1.178,27.084,33.103,33.103,-48.296,-21.212
9267,1,0.633,1.216,26.303,28.523,28.523,-48.043,-21.74
9268,1,0.871,1.138,13.711,29.101,29.101,-35.495,-21.784
9269,1,0.836,1.424,14.8,26.558,26.558,-37.8,-22.999999999999996
9270,1,0.824,1.131,19.622,27.699,27.699,-44.474,-24.851999999999997
9271,1,1.045,1.295,23.623,25.072,25.072,-45.495,-21.871999999999996
9272,1,0.717,1.327,25.484,28.44,28.44,-44.809,-19.324999999999996
9273,1,0.82,1.351,20.225,25.56,25.56,-40.578,-20.353
9274,1,0.788,1.25,12.112,19.799,19.799,-36.323,-24.211
9275,1,0.92,1.379,14.086,19.269,19.269,-37.455,-23.369
9276,1,0.811,1.453,4.649,19.831,19.831,-24.525,-19.875999999999998
9277,1,0.775,1.657,11.719,22.57,22.57,-28.282,-16.563000000000002
9278,1,0.789,1.353,30.786,16.474,16.474,-48.012,-17.226
9279,1,0.858,1.535,5.895,19.384,19.384,-24.151,-18.256
9280,1,0.774,1.413,32.387,22.942,22.942,-46.194,-13.807000000000002
9281,1,1.165,1.119,9.864,53.029,53.029,-60.118,-50.254000000000005
9282,1,1.116,1.067,13.389,47.751,47.751,-65.44,-52.051
9283,1,1.205,0.742,13.845,51.513,51.513,-65.264,-51.419
9284,1,1.159,0.966,16.134,59.536,59.536,-62.091,-45.957
9285,1,1.151,0.773,12.648,58.333,58.333,-63.866,-51.218
9286,1,0.992,0.964,7.805,54.333,54.333,-59.708,-51.903
9287,1,1.119,1.117,9.352,57.073,57.073,-65.343,-55.991
9288,1,1.116,1.036,15.655,63.787,63.787,-63.414,-47.759
9289,1,1.053,0.939,11.193,60.979,60.979,-64.818,-53.625
9290,1,1.024,0.93,14.125,55.914,55.914,-61.825,-47.7
9291,1,1.16,1.048,14.448,57.455,57.455,-65.187,-50.739
9292,1,1.194,1.056,12.925,59.225,59.225,-61.701,-48.775999999999996
9293,1,1.06,0.958,4.867,54.03,54.03,-57.593,-52.726000000000006
9294,1,0.95,1.212,8.126,57.641,57.641,-60.806,-52.68
9295,1,1.183,1.324,5.077,60.547,60.547,-60.224,-55.147
9296,1,1.161,1.096,5.279,60.382,60.382,-62.98,-57.70099999999999
9297,1,1.275,0.977,-0.523,60.393,60.393,-57.57,-58.093
9298,1,1.254,0.537,-1.832,54.581,54.581,-57.233,-59.065
9299,1,1.373,0.431,1.781,59.845,59.845,-62.751,-60.97
9300,1,1.222,0.772,2.518,59.623,59.623,-57.14,-54.622
9301,1,1.64,1.129,-18.814,19.093,19.093,12.266,-6.548
9302,1,1.475,0.972,-15.241,21.947,21.947,9.637,-5.603999999999999
9303,1,1.551,1.316,-14.295,20.217,20.217,8.68,-5.615
9304,1,1.248,1.391,4.412,20.274,20.274,-14.479,-10.067
9305,1,1.263,1.537,-15.553,19.079,19.079,5.75,-9.803
9306,1,1.116,1.304,-8.878,19.772,19.772,-0.508,-9.386
9307,1,1.089,1.09,-8.335,18.134,18.134,-1.403,-9.738000000000001
9308,1,1.132,0.872,-9.898,19.683,19.683,-2.111,-12.009
9309,1,1.126,0.826,-3.416,20.821,20.821,-9.421,-12.837
9310,1,1.204,1.109,-7.182,25.535,25.535,-7.829,-15.011
9311,1,1.227,1.09,3.143,55.071,55.071,-59.826,-56.683
9312,1,1.235,0.823,7.451,62.54,62.54,-62.5,-55.049
9313,1,1.146,0.837,13.436,58.951,58.951,-64.221,-50.785000000000004
9314,1,1.045,0.936,14.657,57.955,57.955,-67.261,-52.604
9315,1,1.103,0.887,11.43,56.388,56.388,-62.019,-50.589
9316,1,1.117,1.148,6.223,52.657,52.657,-59.794,-53.571
9317,1,1.162,1.415,5.879,52.832,52.832,-61.067,-55.188
9318,1,1.274,1.079,13.134,54.866,54.866,-65.193,-52.059
9319,1,1.107,1.261,11.301,50.697,50.697,-61.269,-49.967999999999996
9320,1,1.088,0.959,9.749,53.091,53.091,-60.848,-51.099
9321,1,1.087,0.823,9.342,52.915,52.915,-60.19,-50.848
9322,1,0.961,0.686,11.683,49.818,49.818,-62.452,-50.769
9323,1,1.035,0.77,6.879,47.066,47.066,-61.064,-54.185
9324,1,1.081,0.61,11.616,53.066,53.066,-64.187,-52.571
9325,1,1.008,0.767,6.764,55.736,55.736,-57.534,-50.769999999999996
9326,1,1.05,0.831,15.154,56.372,56.372,-64.926,-49.772000000000006
9327,1,1.158,1.041,9.721,55.957,55.957,-60.458,-50.736999999999995
9328,1,1.102,0.917,10.889,51.852,51.852,-60.855,-49.965999999999994
9329,1,1.06,0.805,8.708,51.736,51.736,-58.805,-50.097
9330,1,1.012,0.692,8.104,53.131,53.131,-57.392,-49.288000000000004
9331,1,1.051,0.808,13.207,55.903,55.903,-60.434,-47.227
9332,1,1.026,1.046,13.855,60.604,60.604,-60.816,-46.961
9333,1,1.091,0.802,14.174,54.726,54.726,-59.643,-45.469
9334,1,1.297,0.6,15.477,48.986,48.986,-62.579,-47.102000000000004
9335,1,1.128,0.66,15.133,52.087,52.087,-61.346,-46.212999999999994
9336,1,1.197,0.862,15.302,55.597,55.597,-62.038,-46.736
9337,1,0.947,0.847,17.105,54.1,54.1,-66.037,-48.932
9338,1,0.989,0.647,21.806,53.295,53.295,-66.786,-44.980000000000004
9339,1,1.038,0.783,18.491,49.769,49.769,-63.786,-45.295
9340,1,1.041,0.651,20.881,52.442,52.442,-69.397,-48.516000000000005
9341,1,0.946,1.004,17.234,48.716,48.716,-67.43,-50.196000000000005
9342,1,1.005,0.978,16.463,58.159,58.159,-61.757,-45.294
9343,1,1.215,0.712,13.37,53.693,53.693,-63.672,-50.302
9344,1,1.213,0.726,11.592,58.073,58.073,-59.837,-48.245000000000005
9345,1,1.075,1.035,7.937,56.806,56.806,-55.364,-47.427
9346,1,0.948,0.859,10.24,54.236,54.236,-57.971,-47.730999999999995
9347,1,0.956,0.853,4.542,52.642,52.642,-53.967,-49.425
9348,1,1.144,1.097,9.41,54.862,54.862,-53.696,-44.286
9349,1,0.945,0.663,15.339,52.43,52.43,-61.105,-45.766
9350,1,0.927,0.696,12.148,51.366,51.366,-57.238,-45.09
9351,1,0.923,0.893,10.395,52.312,52.312,-56.906,-46.510999999999996
9352,1,0.959,0.87,16.463,49.938,49.938,-62.401,-45.938
9353,1,1.068,0.824,11.494,50.29,50.29,-57.607,-46.113
9354,1,1.048,0.873,15.066,54.479,54.479,-63.144,-48.077999999999996
9355,1,1.021,0.993,13.531,50.378,50.378,-58.304,-44.773
9356,1,1.01,0.852,15.543,52.568,52.568,-58.381,-42.838
9357,1,1.056,1.073,14.102,55.125,55.125,-58.253,-44.150999999999996
9358,1,1.011,0.826,11.431,54.835,54.835,-53.325,-41.894000000000005
9359,1,0.948,0.866,15.865,50.654,50.654,-57.386,-41.521
9360,1,1.167,0.774,15.378,50.305,50.305,-58.322,-42.944
9361,1,0.877,0.866,9.345,46.945,46.945,-56.635,-47.29
9362,1,1.039,0.841,7.108,48.553,48.553,-52.55,-45.442
9363,1,0.873,0.743,12.892,46.248,46.248,-58.737,-45.845
9364,1,1.017,0.704,8.118,45.414,45.414,-55.482,-47.364
9365,1,0.982,0.787,11.477,45.27,45.27,-56.159,-44.682
9366,1,1.042,0.87,12.149,51.042,51.042,-61.065,-48.916
9367,1,1.085,0.795,15.41,44.444,44.444,-65.861,-50.45100000000001
9368,1,1.021,0.782,12.346,47.574,47.574,-62.236,-49.89
9369,1,1.045,0.886,9.968,47.927,47.927,-58.812,-48.843999999999994
9370,1,1.095,0.552,12.71,43.555,43.555,-64.447,-51.737
9371,1,0.906,0.837,13.791,49.372,49.372,-62.798,-49.007000000000005
9372,1,1.072,0.873,6.702,53.939,53.939,-56.223,-49.521
9373,1,1.017,1.098,5.567,49.92,49.92,-56.213,-50.646
9374,1,1.02,0.8,9.011,50.633,50.633,-57.609,-48.598
9375,1,1.248,1.035,6.373,52.91,52.91,-57.053,-50.68
9376,1,1.358,1.183,15.875,50.766,50.766,-63.116,-47.241
9377,1,1.011,1.327,8.033,53.459,53.459,-57.47,-49.437
9378,1,1.211,1.143,10.263,49.994,49.994,-56.591,-46.328
9379,1,0.901,1.214,4.284,51.286,51.286,-57.737,-53.453
9380,1,0.988,1.146,6.913,51.161,51.161,-56.943,-50.03
9381,1,0.913,1.145,14.66,49.528,49.528,-64.439,-49.778999999999996
9382,1,1.069,0.887,13.346,48.271,48.271,-59.793,-46.447
9383,1,1.089,1.134,17.531,63.13,63.13,-62.4,-44.869
9384,1,1.135,1.011,16.337,60.511,60.511,-60.964,-44.626999999999995
9385,1,1.461,1.001,13.28,64.909,64.909,-56.456,-43.176
9386,1,1.342,1.148,17.064,67.95,67.95,-60.178,-43.114
9387,1,1.332,0.805,14.321,61.955,61.955,-56.994,-42.673
9388,1,1.164,0.99,19.792,67.066,67.066,-58.848,-39.056
9389,1,1.126,0.97,16.257,64.301,64.301,-58.754,-42.497
9390,1,1.265,0.981,13.975,65.022,65.022,-53.704,-39.729
9391,1,0.993,0.823,55.618,43.017,43.017,-47.468,8.149999999999999
9392,1,0.909,1.042,59.12,41.775,41.775,-49.278,9.841999999999999
9393,1,0.759,0.734,58.085,38.182,38.182,-52.946,5.139000000000003
9394,1,0.848,0.847,53.934,47.245,47.245,-53.008,0.9259999999999948
9395,1,0.633,1.12,53.825,42.414,42.414,-48.655,5.170000000000002
9396,1,0.547,0.759,59.654,42.423,42.423,-50.477,9.177000000000007
9397,1,0.848,0.832,70.174,37.087,37.087,-64.528,5.646000000000001
9398,1,0.817,0.662,64.437,40.696,40.696,-60.853,3.583999999999996
9399,1,0.706,0.812,55.61,38.144,38.144,-52.613,2.997
9400,1,0.8,0.829,58.805,39.902,39.902,-55.845,2.960000000000001
9401,1,0.932,0.951,54.405,35.649,35.649,-56.09,-1.6850000000000023
9402,1,1.029,0.92,52.59,35.733,35.733,-52.278,0.3120000000000047
9403,1,0.759,0.78,54.467,36.461,36.461,-52.868,1.5989999999999966
9404,1,1.221,0.701,53.059,37.757,37.757,-54.392,-1.3330000000000055
9405,1,1.087,0.893,49.359,40.21,40.21,-51.684,-2.3249999999999957
9406,1,1.099,0.85,52.451,39.041,39.041,-56.758,-4.307000000000002
9407,1,1.318,0.944,55.869,39.415,39.415,-52.473,3.396000000000001
9408,1,1.255,0.865,53.785,39.717,39.717,-55.785,-2.0
9409,1,1.27,0.865,49.038,35.104,35.104,-44.994,4.043999999999997
9410,1,1.008,0.822,59.265,41.702,41.702,-56.732,2.5330000000000013
9411,1,1.006,0.823,58.775,36.784,36.784,-52.017,6.757999999999996
9412,1,1.069,0.989,48.747,38.213,38.213,-40.975,7.7719999999999985
9413,1,1.202,0.558,45.811,40.981,40.981,-32.459,13.351999999999997
9414,1,0.914,0.617,51.728,38.463,38.463,-37.048,14.68
9415,1,1.034,0.701,63.429,38.587,38.587,-44.553,18.876000000000005
9416,1,1.081,0.668,49.505,36.685,36.685,-30.411,19.094
9417,1,1.158,0.663,53.078,35.079,35.079,-36.347,16.731
9418,1,1.051,1.026,58.078,42.699,42.699,-43.013,15.065000000000005
9419,1,1.519,0.944,55.622,43.955,43.955,-37.348,18.274
9420,1,1.092,0.809,50.146,42.172,42.172,-36.851,13.295000000000002
9421,1,1.131,1.038,43.657,56.697,56.697,-49.068,-5.411000000000001
9422,1,1.107,1.273,39.325,59.418,59.418,-52.578,-13.253
9423,1,1.104,1.001,39.718,53.208,53.208,-53.054,-13.335999999999999
