frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
7404,1,1.328,0.969,19.343,36.767,36.767,-68.685,-49.342
7405,1,1.5,1.103,21.201,39.603,39.603,-69.275,-48.074000000000005
7406,1,1.266,0.574,30.591,34.839,34.839,-77.091,-46.49999999999999
7407,1,1.418,0.686,28.555,33.175,33.175,-80.586,-52.031
7408,1,1.226,0.947,28.314,36.591,36.591,-73.814,-45.49999999999999
7409,1,1.543,0.653,25.63,38.822,38.822,-70.913,-45.283
7410,1,1.484,0.746,21.805,36.263,36.263,-67.723,-45.918
7411,1,1.504,0.702,24.343,36.842,36.842,-70.939,-46.59599999999999
7412,1,1.26,0.711,22.823,36.748,36.748,-70.633,-47.809999999999995
7413,1,1.514,0.542,25.497,32.817,32.817,-70.325,-44.828
7414,1,1.763,0.569,18.628,34.734,34.734,-64.949,-46.321
7415,1,1.663,0.605,20.318,30.403,30.403,-66.646,-46.328
7416,1,1.492,0.787,21.04,32.193,32.193,-68.661,-47.621
7417,1,1.552,1.014,21.774,32.085,32.085,-66.13,-44.355999999999995
7418,1,1.389,0.849,22.773,29.256,29.256,-66.845,-44.072
7419,1,1.39,0.861,19.744,30.78,30.78,-66.74,-46.995999999999995
7420,1,1.278,0.907,22.378,31.494,31.494,-67.81,-45.432
7421,1,1.383,0.67,26.588,25.35,25.35,-75.816,-49.228
7422,1,1.383,0.826,10.692,24.857,24.857,-59.733,-49.041
7423,1,1.22,1.027,16.124,29.334,29.334,-62.615,-46.491
7424,1,1.348,0.915,15.955,32.658,32.658,-63.84,-47.885000000000005
7425,1,1.344,0.985,2.941,26.311,26.311,-52.638,-49.696999999999996
7426,1,1.347,0.659,22.219,29.435,29.435,-72.016,-49.797000000000004
7427,1,1.277,0.581,15.424,32.203,32.203,-65.67,-50.246
7428,1,1.394,0.731,20.055,34.693,34.693,-72.559,-52.504
7429,1,1.351,0.563,18.32,33.89,33.89,-70.392,-52.071999999999996
7430,1,1.256,0.448,24.074,28.363,28.363,-73.825,-49.751000000000005
7431,1,1.351,0.713,16.861,36.095,36.095,-68.628,-51.766999999999996
7432,1,1.338,0.606,19.121,34.646,34.646,-68.264,-49.143
7433,1,1.243,0.7,16.544,38.357,38.357,-67.174,-50.63000000000001
7434,1,1.203,0.746,28.581,37.674,37.674,-79.238,-50.657
7435,1,1.112,0.652,26.439,40.306,40.306,-77.372,-50.933
7436,1,1.148,0.742,24.53,36.499,36.499,-76.79,-52.260000000000005
7437,1,1.425,0.787,15.348,31.961,31.961,-64.337,-48.989000000000004
7438,1,1.321,0.711,20.499,33.677,33.677,-70.859,-50.36
7439,1,1.424,0.478,26.229,34.407,34.407,-74.414,-48.185
7440,1,1.479,0.511,23.676,34.295,34.295,-72.918,-49.242000000000004
7441,1,1.593,0.689,26.068,33.014,33.014,-75.755,-49.687
7442,1,1.259,0.695,34.533,38.808,38.808,-81.813,-47.28
7443,1,1.32,0.735,24.109,37.179,37.179,-72.938,-48.829
7444,1,1.466,0.64,19.785,35.678,35.678,-67.322,-47.537000000000006
7445,1,1.232,0.695,27.149,35.989,35.989,-74.172,-47.022999999999996
7446,1,1.28,0.745,22.654,29.783,29.783,-68.911,-46.257000000000005
7447,1,1.198,0.615,26.748,38.051,38.051,-74.387,-47.638999999999996
7448,1,1.424,0.651,25.132,39.701,39.701,-72.394,-47.262
7449,1,1.34,0.63,26.291,40.952,40.952,-72.707,-46.416
7450,1,1.279,0.586,26.88,36.694,36.694,-72.459,-45.57900000000001
7451,1,1.399,0.581,26.616,42.189,42.189,-74.026,-47.41
7452,1,1.28,0.381,28.26,41.272,41.272,-76.471,-48.211
7453,1,1.23,0.413,30.267,39.993,39.993,-75.685,-45.418000000000006
7454,1,1.325,0.551,24.771,38.406,38.406,-74.428,-49.657
7455,1,1.398,0.628,26.372,42.421,42.421,-76.665,-50.293000000000006
7456,1,1.156,0.584,27.09,41.008,41.008,-76.568,-49.477999999999994
7457,1,1.133,0.61,27.247,44.186,44.186,-77.439,-50.19199999999999
7458,1,1.129,0.852,30.522,43.348,43.348,-79.255,-48.733
7459,1,1.024,0.599,34.626,42.608,42.608,-82.609,-47.983
7460,1,1.126,0.525,39.731,43.956,43.956,-87.343,-47.612
7461,1,1.196,0.698,27.28,43.694,43.694,-79.398,-52.117999999999995
7462,1,1.167,0.74,27.409,43.514,43.514,-79.766,-52.357000000000006
7463,1,1.448,0.794,22.32,39.598,39.598,-71.756,-49.436
7464,1,1.47,0.958,19.533,40.726,40.726,-70.64,-51.107
7465,1,1.285,0.846,21.009,38.014,38.014,-72.506,-51.497
7466,1,1.212,0.927,18.652,42.078,42.078,-70.421,-51.769000000000005
7467,1,1.165,0.533,23.647,38.132,38.132,-75.573,-51.925999999999995
7468,1,1.163,0.634,26.716,40.133,40.133,-77.422,-50.705999999999996
7469,1,1.174,0.765,15.973,36.004,36.004,-64.751,-48.778000000000006
7470,1,1.271,0.702,23.79,31.783,31.783,-74.059,-50.269
7471,1,1.079,0.976,24.972,40.912,40.912,-77.442,-52.46999999999999
7472,1,1.274,0.751,26.515,39.636,39.636,-80.132,-53.617000000000004
7473,1,1.359,0.717,23.331,37.122,37.122,-72.321,-48.989999999999995
7474,1,1.056,0.62,27.351,36.644,36.644,-81.103,-53.751999999999995
7475,1,1.292,0.654,19.593,36.992,36.992,-71.834,-52.241
7476,1,1.308,0.708,22.674,34.174,34.174,-71.058,-48.38400000000001
7477,1,1.391,0.607,14.318,32.331,32.331,-65.379,-51.06100000000001
7478,1,1.523,0.642,24.091,34.355,34.355,-76.484,-52.392999999999994
7479,1,1.432,0.571,22.584,32.888,32.888,-76.498,-53.914
7480,1,1.291,0.593,20.762,34.019,34.019,-71.563,-50.801
7481,1,1.214,0.617,13.524,31.268,31.268,-66.243,-52.718999999999994
7482,1,1.391,0.7,11.061,27.073,27.073,-65.881,-54.82
7483,1,1.282,0.927,17.319,30.146,30.146,-67.865,-50.54599999999999
7484,1,1.483,0.762,15.528,31.914,31.914,-66.135,-50.607000000000006
7485,1,1.394,0.658,19.375,25.93,25.93,-69.581,-50.206
7486,1,1.584,0.825,16.614,27.028,27.028,-66.193,-49.57899999999999
7487,1,1.229,0.741,24.507,29.773,29.773,-75.731,-51.22399999999999
7488,1,1.396,0.848,21.407,34.458,34.458,-67.224,-45.81700000000001
7489,1,1.281,0.694,21.475,31.166,31.166,-69.688,-48.213
7490,1,1.259,0.896,16.911,31.941,31.941,-62.63,-45.719
7491,1,1.402,0.626,19.22,34.374,34.374,-66.812,-47.592
7492,1,1.208,0.727,16.959,32.754,32.754,-69.282,-52.32299999999999
7493,1,1.155,0.634,17.007,37.136,37.136,-68.219,-51.21199999999999
7494,1,1.172,0.543,27.147,39.157,39.157,-81.521,-54.374
7495,1,1.062,0.569,23.258,41.873,41.873,-75.633,-52.375
7496,1,1.374,0.848,25.39,38.055,38.055,-77.466,-52.07599999999999
7497,1,1.27,0.609,23.295,36.065,36.065,-76.952,-53.657
7498,1,1.245,0.712,22.849,35.181,35.181,-74.559,-51.709999999999994
7499,1,1.395,0.557,25.401,37.701,37.701,-79.771,-54.370000000000005
7500,1,1.262,0.495,21.539,40.831,40.831,-74.111,-52.572
7501,1,1.298,0.76,21.461,40.949,40.949,-73.754,-52.293000000000006
7502,1,1.346,0.698,19.794,35.525,35.525,-73.086,-53.292
7503,1,1.35,0.846,20.613,39.34,39.34,-72.438,-51.825
7504,1,1.357,0.568,19.225,35.805,35.805,-71.326,-52.10099999999999
7505,1,1.263,0.78,20.462,39.235,39.235,-70.075,-49.613
7506,1,1.517,0.763,18.88,37.921,37.921,-66.102,-47.22200000000001
7507,1,1.316,0.806,17.976,38.839,38.839,-68.293,-50.31700000000001
7508,1,1.382,0.761,20.019,37.337,37.337,-70.371,-50.352
7509,1,1.272,0.793,16.04,32.749,32.749,-68.128,-52.088
7510,1,1.206,0.603,19.924,30.78,30.78,-67.169,-47.245
7511,1,1.319,0.61,20.289,33.874,33.874,-70.593,-50.304
7512,1,1.288,0.651,22.28,30.528,30.528,-70.605,-48.325
7513,1,1.341,0.575,24.521,33.168,33.168,-74.02,-49.498999999999995
7514,1,1.29,0.592,23.444,28.887,28.887,-67.9,-44.456
7515,1,1.251,0.845,34.34,29.259,29.259,-79.081,-44.741
7516,1,1.23,0.742,33.242,31.791,31.791,-79.114,-45.87200000000001
7517,1,0.918,0.829,32.148,35.808,35.808,-81.926,-49.778
7518,1,1.249,0.744,37.609,34.35,34.35,-86.174,-48.565000000000005
7519,1,0.946,0.665,30.724,32.789,32.789,-81.657,-50.93299999999999
7520,1,0.994,0.704,28.263,33.317,33.317,-76.729,-48.465999999999994
7521,1,1.137,0.681,39.148,30.283,30.283,-88.683,-49.535000000000004
7522,1,0.823,0.404,37.616,32.48,32.48,-87.997,-50.381
7523,1,1.056,0.73,33.071,31.465,31.465,-85.943,-52.872
7524,1,1.164,0.618,29.341,31.446,31.446,-80.742,-51.401
7525,1,1.084,0.686,30.691,31.851,31.851,-79.398,-48.706999999999994
7526,1,1.037,0.671,38.771,33.034,33.034,-89.98,-51.209
7527,1,0.936,0.704,35.887,35.681,35.681,-82.859,-46.971999999999994
7528,1,0.963,0.927,34.856,39.296,39.296,-83.161,-48.305
7529,1,1.005,0.809,39.805,39.113,39.113,-92.33,-52.525
7530,1,0.93,0.779,41.282,43.288,43.288,-89.395,-48.113
7531,1,0.927,0.98,35.689,44.923,44.923,-84.97,-49.281
7532,1,0.69,0.831,34.613,42.265,42.265,-83.306,-48.693
7533,1,0.895,1.039,34.129,45.171,45.171,-84.465,-50.336000000000006
7534,1,0.807,1.077,30.846,42.304,42.304,-80.098,-49.251999999999995
7535,1,0.863,0.863,33.749,39.965,39.965,-80.519,-46.77
7536,1,0.931,0.835,34.819,37.483,37.483,-82.65,-47.831
7537,1,0.92,1.113,25.386,40.744,40.744,-71.711,-46.325
7538,1,0.802,0.806,21.481,40.006,40.006,-72.988,-51.507
7539,1,0.99,0.71,26.172,37.495,37.495,-77.08,-50.908
7540,1,0.771,1.164,26.798,42.369,42.369,-74.938,-48.14
7541,1,0.983,0.906,30.647,42.29,42.29,-79.286,-48.639
7542,1,1.208,0.913,33.806,47.78,47.78,-83.518,-49.712
7543,1,1.186,0.99,32.612,42.335,42.335,-82.71,-50.09799999999999
7544,1,1.097,0.848,37.065,39.783,39.783,-86.527,-49.462
7545,1,0.941,0.815,40.485,40.19,40.19,-89.839,-49.354
7546,1,0.977,0.571,39.421,41.378,41.378,-89.404,-49.983
7547,1,1.107,0.519,45.642,41.32,41.32,-92.389,-46.74699999999999
7548,1,1.289,0.754,38.696,39.68,39.68,-89.097,-50.400999999999996
7549,1,1.051,1.057,34.922,33.975,33.975,-81.597,-46.675
7550,1,1.156,0.778,38.733,43.694,43.694,-91.0,-52.267
7551,1,1.005,0.875,42.129,40.354,40.354,-95.857,-53.728
7552,1,1.064,0.79,35.736,38.693,38.693,-89.814,-54.077999999999996
7553,1,1.023,0.912,28.238,38.114,38.114,-79.096,-50.858000000000004
7554,1,0.935,1.05,26.66,33.048,33.048,-77.82,-51.16
7555,1,1.045,1.082,37.093,35.1,35.1,-85.839,-48.745999999999995
7556,1,0.933,0.98,33.334,33.142,33.142,-85.305,-51.971000000000004
7557,1,0.981,0.973,35.067,33.91,33.91,-86.348,-51.281
7558,1,0.942,0.995,36.521,36.789,36.789,-87.464,-50.943
7559,1,1.075,0.714,38.758,33.043,33.043,-89.99,-51.23199999999999
7560,1,0.846,0.804,40.591,39.06,39.06,-91.369,-50.778
7561,1,0.835,0.944,36.21,40.182,40.182,-87.241,-51.031
7562,1,0.837,0.977,32.153,37.068,37.068,-82.609,-50.455999999999996
7563,1,1.293,0.615,43.965,38.552,38.552,-93.906,-49.941
7564,1,1.105,0.815,36.858,35.366,35.366,-87.401,-50.543
7565,1,1.078,0.869,31.474,39.888,39.888,-79.44,-47.965999999999994
7566,1,0.822,0.793,34.97,41.48,41.48,-82.279,-47.309
7567,1,1.033,0.94,33.577,42.763,42.763,-81.311,-47.73400000000001
7568,1,0.923,1.164,29.477,40.811,40.811,-75.585,-46.10799999999999
7569,1,0.844,1.287,26.161,41.055,41.055,-72.202,-46.041
7570,1,1.055,1.104,27.071,41.632,41.632,-73.438,-46.367000000000004
7571,1,1.127,1.091,39.167,45.666,45.666,-82.067,-42.89999999999999
7572,1,0.757,0.802,40.806,41.496,41.496,-85.594,-44.788
7573,1,0.866,0.846,31.38,43.896,43.896,-78.951,-47.571
7574,1,0.902,1.03,31.382,43.49,43.49,-78.529,-47.14699999999999
7575,1,0.882,0.829,27.529,41.116,41.116,-72.593,-45.06400000000001
7576,1,1.037,0.981,23.285,44.009,44.009,-70.158,-46.873000000000005
7577,1,0.82,0.824,24.942,40.953,40.953,-70.482,-45.54
7578,1,0.928,1.053,22.79,41.005,41.005,-64.934,-42.144
7579,1,1.018,0.99,20.751,38.52,38.52,-63.085,-42.334
7580,1,1.061,0.85,20.081,38.928,38.928,-69.524,-49.443
7581,1,0.983,1.06,21.665,40.461,40.461,-64.627,-42.961999999999996
7582,1,1.218,1.004,9.504,36.474,36.474,-59.121,-49.617000000000004
7583,1,1.113,1.027,14.749,36.97,36.97,-61.113,-46.364
7584,1,0.825,1.112,14.738,37.633,37.633,-66.125,-51.387
7585,1,0.802,1.411,14.089,37.017,37.017,-61.324,-47.235
7586,1,0.899,1.027,17.079,30.983,30.983,-62.716,-45.637
7587,1,0.801,1.054,21.26,38.06,38.06,-64.425,-43.16499999999999
7588,1,1.026,1.227,19.812,34.238,34.238,-67.446,-47.634
7589,1,0.818,1.038,22.501,35.222,35.222,-68.411,-45.91
7590,1,1.071,1.285,18.926,34.135,34.135,-63.324,-44.397999999999996
7591,1,0.991,1.286,21.854,34.493,34.493,-65.584,-43.730000000000004
7592,1,1.172,1.113,23.064,35.878,35.878,-67.855,-44.791000000000004
7593,1,0.824,1.158,23.676,36.445,36.445,-65.403,-41.727000000000004
7594,1,1.006,0.988,24.625,37.403,37.403,-71.651,-47.025999999999996
7595,1,1.09,1.102,21.531,33.505,33.505,-67.02,-45.489
7596,1,1.101,1.075,25.043,30.651,30.651,-69.977,-44.934000000000005
7597,1,1.224,1.144,22.867,28.005,28.005,-68.603,-45.73599999999999
7598,1,0.859,1.321,25.931,39.258,39.258,-75.182,-49.251000000000005
7599,1,1.102,1.034,26.782,31.676,31.676,-73.971,-47.18900000000001
7600,1,1.087,1.011,28.467,37.474,37.474,-76.522,-48.05500000000001
7601,1,1.048,1.159,28.499,38.179,38.179,-75.315,-46.816
7602,1,0.896,0.853,25.877,39.235,39.235,-71.173,-45.29600000000001
7603,1,0.733,0.978,22.701,39.055,39.055,-66.508,-43.806999999999995
7604,1,1.017,0.967,24.338,36.006,36.006,-66.829,-42.49099999999999
7605,1,1.024,0.887,20.306,32.364,32.364,-60.541,-40.235
7606,1,0.847,0.868,18.395,35.505,35.505,-66.098,-47.703
7607,1,0.954,1.086,13.361,33.888,33.888,-59.462,-46.101
7608,1,0.684,0.892,13.938,33.884,33.884,-65.247,-51.309
7609,1,0.941,0.93,20.949,32.959,32.959,-71.042,-50.093
7610,1,0.802,0.837,21.87,38.391,38.391,-69.636,-47.76599999999999
7611,1,0.85,0.702,28.486,44.8,44.8,-78.164,-49.678
7612,1,0.829,0.718,25.861,41.409,41.409,-77.669,-51.80799999999999
7613,1,1.108,0.746,30.249,44.997,44.997,-79.772,-49.52300000000001
7614,1,0.948,0.972,28.951,47.864,47.864,-75.851,-46.9
7615,1,0.919,0.905,30.447,48.271,48.271,-80.871,-50.42399999999999
7616,1,0.66,0.928,29.651,45.762,45.762,-79.143,-49.492000000000004
7617,1,1.071,0.713,24.438,42.056,42.056,-76.73,-52.292
7618,1,0.909,0.725,29.678,42.72,42.72,-82.194,-52.516000000000005
7619,1,0.967,0.75,28.644,44.647,44.647,-76.21,-47.565999999999995
7620,1,0.773,0.933,27.308,40.574,40.574,-77.368,-50.059999999999995
7621,1,1.024,1.088,24.044,36.603,36.603,-72.155,-48.111000000000004
7622,1,1.031,0.793,18.638,33.193,33.193,-67.096,-48.458
7623,1,0.954,0.606,25.45,33.307,33.307,-73.691,-48.241
7624,1,1.186,0.866,23.887,35.758,35.758,-67.996,-44.108999999999995
7625,1,0.97,0.973,30.342,39.484,39.484,-72.871,-42.528999999999996
7626,1,0.968,0.866,25.913,38.591,38.591,-72.309,-46.396
7627,1,1.017,1.137,37.377,38.949,38.949,-79.494,-42.117
7628,1,1.091,0.706,31.037,37.725,37.725,-71.178,-40.141
7629,1,1.106,0.857,29.873,35.83,35.83,-65.291,-35.41799999999999
7630,1,0.992,0.563,30.817,34.016,34.016,-73.9,-43.083000000000006
7631,1,1.105,0.8,30.988,35.737,35.737,-72.246,-41.257999999999996
7632,1,1.187,0.664,33.279,39.196,39.196,-75.753,-42.474
7633,1,1.316,0.949,36.46,38.082,38.082,-79.607,-43.147
7634,1,1.049,0.779,30.405,37.893,37.893,-76.498,-46.093
7635,1,1.057,0.773,30.588,39.252,39.252,-77.63,-47.041999999999994
7636,1,1.06,0.763,30.871,36.458,36.458,-73.976,-43.105000000000004
7637,1,1.004,0.693,32.162,42.331,42.331,-77.331,-45.169000000000004
7638,1,1.19,0.96,29.897,42.697,42.697,-71.633,-41.736
7639,1,1.061,0.895,24.514,40.606,40.606,-64.832,-40.318
7640,1,1.33,1.21,26.35,43.03,43.03,-64.397,-38.047000000000004
7641,1,1.293,1.118,30.36,43.925,43.925,-68.583,-38.223
7642,1,1.164,1.121,31.111,44.994,44.994,-70.533,-39.422
7643,1,1.342,1.088,35.077,44.211,44.211,-73.249,-38.172
7644,1,1.122,1.059,31.135,42.897,42.897,-70.969,-39.83399999999999
7645,1,1.242,1.33,29.851,44.443,44.443,-70.665,-40.81400000000001
7646,1,1.26,1.078,36.571,50.487,50.487,-72.229,-35.658
7647,1,1.343,0.912,32.295,46.616,46.616,-70.154,-37.858999999999995
7648,1,1.01,1.102,26.956,44.391,44.391,-71.459,-44.503
7649,1,1.04,0.892,21.794,43.697,43.697,-68.63,-46.836
7650,1,0.989,1.032,26.164,46.595,46.595,-68.036,-41.872
7651,1,1.149,0.808,25.018,45.361,45.361,-68.291,-43.272999999999996
7652,1,1.053,1.193,31.343,48.803,48.803,-71.684,-40.340999999999994
7653,1,1.105,1.042,21.491,40.982,40.982,-61.172,-39.681
7654,1,1.169,1.259,17.139,41.772,41.772,-58.121,-40.982
7655,1,1.093,1.094,25.877,42.751,42.751,-65.104,-39.227000000000004
7656,1,1.099,0.956,20.659,44.396,44.396,-58.603,-37.944
7657,1,0.98,1.146,29.24,48.929,48.929,-68.442,-39.202
7658,1,0.842,1.107,33.111,49.227,49.227,-74.921,-41.81000000000001
7659,1,0.783,1.253,29.366,51.253,51.253,-73.441,-44.075
7660,1,0.971,0.993,33.955,41.891,41.891,-74.324,-40.369
7661,1,0.899,1.094,26.968,46.661,46.661,-67.901,-40.93299999999999
7662,1,0.906,1.112,27.834,43.712,43.712,-70.978,-43.14399999999999
7663,1,0.834,1.012,34.431,41.346,41.346,-72.881,-38.45
7664,1,1.003,1.119,34.644,47.335,47.335,-70.758,-36.114
7665,1,0.938,0.946,36.551,46.775,46.775,-72.774,-36.223
7666,1,0.811,1.048,37.43,43.881,43.881,-71.801,-34.371
7667,1,0.972,1.042,37.768,45.632,45.632,-75.466,-37.69799999999999
7668,1,1.057,1.046,39.613,50.692,50.692,-76.474,-36.861000000000004
7669,1,1.059,1.104,36.333,49.822,49.822,-72.433,-36.10000000000001
7670,1,0.765,1.084,38.105,51.937,51.937,-74.876,-36.77100000000001
7671,1,0.776,1.068,30.426,49.4,49.4,-71.567,-41.14099999999999
7672,1,0.966,1.016,33.727,47.154,47.154,-74.934,-41.207
7673,1,0.99,0.965,23.989,41.188,41.188,-67.689,-43.69999999999999
7674,1,1.021,1.207,29.735,50.295,50.295,-74.321,-44.586
7675,1,0.776,1.108,27.605,47.089,47.089,-67.913,-40.30799999999999
7676,1,0.781,1.23,24.571,46.181,46.181,-64.629,-40.05800000000001
7677,1,1.101,1.03,26.079,45.894,45.894,-66.438,-40.359
7678,1,0.988,0.845,25.062,44.62,44.62,-64.855,-39.793000000000006
7679,1,0.907,1.036,26.695,43.431,43.431,-63.254,-36.559
7680,1,0.972,0.794,24.827,39.707,39.707,-65.327,-40.5
7681,1,1.097,1.012,20.313,43.453,43.453,-61.551,-41.238
7682,1,1.126,0.912,30.052,43.726,43.726,-70.268,-40.216
7683,1,1.075,1.148,26.639,45.63,45.63,-67.513,-40.87400000000001
7684,1,1.073,0.815,22.484,41.966,41.966,-67.487,-45.00299999999999
7685,1,1.238,1.085,24.138,39.735,39.735,-64.963,-40.82499999999999
7686,1,0.939,1.002,24.168,41.814,41.814,-64.719,-40.550999999999995
7687,1,1.194,1.333,28.631,41.94,41.94,-63.811,-35.18
7688,1,1.145,1.168,27.734,44.634,44.634,-69.047,-41.312999999999995
7689,1,1.173,0.944,30.844,50.647,50.647,-66.383,-35.538999999999994
7690,1,1.201,1.212,27.998,47.964,47.964,-68.489,-40.491
7691,1,0.986,1.117,25.33,45.742,45.742,-68.499,-43.169
7692,1,1.199,0.943,36.982,44.966,44.966,-77.889,-40.907
7693,1,0.865,0.759,46.474,37.893,37.893,-86.117,-39.64300000000001
7694,1,0.823,0.792,42.811,44.289,44.289,-83.912,-41.101000000000006
7695,1,1.01,0.831,37.952,43.162,43.162,-77.214,-39.262
7696,1,1.126,0.962,38.74,43.671,43.671,-77.652,-38.912
7697,1,1.07,0.637,36.395,43.064,43.064,-73.682,-37.287
7698,1,1.202,0.924,28.219,40.644,40.644,-70.981,-42.76199999999999
7699,1,1.227,0.948,25.684,44.457,44.457,-68.364,-42.68000000000001
7700,1,1.125,0.674,28.278,46.634,46.634,-73.367,-45.089000000000006
7701,1,1.196,0.7,28.975,44.281,44.281,-71.02,-42.044999999999995
7702,1,1.194,0.731,33.053,42.59,42.59,-70.571,-37.518
7703,1,1.008,0.741,34.541,41.928,41.928,-73.557,-39.016000000000005
7704,1,1.062,1.045,32.247,41.87,41.87,-74.392,-42.144999999999996
7705,1,1.015,0.752,24.318,41.061,41.061,-64.925,-40.607
7706,1,1.105,0.867,26.174,41.031,41.031,-67.787,-41.61300000000001
7707,1,1.219,0.878,24.176,46.646,46.646,-66.292,-42.116
7708,1,0.968,0.911,25.029,44.969,44.969,-65.845,-40.816
7709,1,1.356,1.161,28.225,46.591,46.591,-67.013,-38.788000000000004
7710,1,1.325,1.092,26.295,46.773,46.773,-63.532,-37.236999999999995
7711,1,1.257,1.179,12.868,43.578,43.578,-55.738,-42.87
7712,1,1.32,1.228,13.674,43.873,43.873,-58.26,-44.586
7713,1,1.23,1.045,13.881,48.548,48.548,-61.053,-47.172
7714,1,1.433,1.002,17.367,49.918,49.918,-62.827,-45.459999999999994
7715,1,1.404,0.88,14.41,41.784,41.784,-61.812,-47.402
7716,1,1.167,0.863,12.962,45.15,45.15,-58.371,-45.409000000000006
7717,1,1.241,0.755,6.811,41.09,41.09,-57.791,-50.98
7718,1,1.173,0.917,4.178,42.104,42.104,-55.337,-51.159000000000006
7719,1,1.117,0.92,7.192,45.43,45.43,-55.368,-48.176
7720,1,1.237,0.905,11.465,47.205,47.205,-58.276,-46.81100000000001
7721,1,1.269,0.792,4.351,44.127,44.127,-51.275,-46.924
7722,1,1.193,0.757,4.967,40.383,40.383,-51.18,-46.213
7723,1,1.07,0.798,5.364,41.984,41.984,-55.616,-50.252
7724,1,1.207,1.007,15.896,44.684,44.684,-59.65,-43.754
7725,1,0.906,0.994,17.609,40.781,40.781,-63.362,-45.753
7726,1,0.854,0.95,22.782,43.678,43.678,-64.712,-41.93000000000001
7727,1,1.046,1.067,19.321,44.29,44.29,-66.829,-47.507999999999996
7728,1,0.944,0.981,10.174,37.343,37.343,-57.877,-47.703
7729,1,1.182,0.878,9.756,38.486,38.486,-57.286,-47.53
7730,1,1.025,0.895,11.41,45.707,45.707,-54.568,-43.158
7731,1,1.121,0.913,11.314,45.807,45.807,-58.939,-47.625
7732,1,1.223,0.858,12.812,44.226,44.226,-56.403,-43.591
7733,1,1.152,0.917,15.888,41.974,41.974,-61.15,-45.262
7734,1,1.051,1.06,10.697,41.471,41.471,-58.072,-47.375
7735,1,1.191,0.762,13.191,44.233,44.233,-60.702,-47.510999999999996
7736,1,0.942,1.067,16.45,47.621,47.621,-65.224,-48.774
7737,1,1.026,0.998,14.717,50.012,50.012,-60.032,-45.315
7738,1,0.992,0.896,15.269,46.569,46.569,-64.634,-49.365
7739,1,0.945,1.045,6.991,41.678,41.678,-55.693,-48.702
7740,1,0.745,0.775,9.548,39.103,39.103,-59.661,-50.113
7741,1,0.918,0.75,24.317,41.796,41.796,-69.082,-44.76499999999999
7742,1,1.134,1.132,22.443,39.731,39.731,-64.762,-42.319
7743,1,0.828,0.95,26.073,37.263,37.263,-66.035,-39.961999999999996
7744,1,1.061,1.1,15.007,47.356,47.356,-58.056,-43.049
7745,1,1.149,0.791,14.885,46.737,46.737,-59.979,-45.094
7746,1,1.005,0.804,17.371,46.181,46.181,-59.505,-42.134
7747,1,1.098,0.991,16.822,39.497,39.497,-58.153,-41.331
7748,1,0.679,0.913,20.968,44.442,44.442,-59.328,-38.36
7749,1,0.917,0.951,13.137,43.457,43.457,-56.443,-43.306
7750,1,0.956,0.995,13.066,43.71,43.71,-57.528,-44.461999999999996
7751,1,1.097,1.034,10.347,43.126,43.126,-53.006,-42.659
7752,1,1.08,0.979,17.201,42.92,42.92,-62.795,-45.594
7753,1,0.965,0.951,24.051,36.286,36.286,-69.763,-45.712
7754,1,0.963,1.083,14.512,40.694,40.694,-57.504,-42.992
7755,1,1.004,1.215,11.603,40.929,40.929,-54.462,-42.859
7756,1,0.927,1.192,12.818,43.867,43.867,-56.782,-43.964
7757,1,0.929,0.976,12.34,38.622,38.622,-52.592,-40.251999999999995
7758,1,0.874,1.016,12.315,39.674,39.674,-51.016,-38.701
7759,1,0.944,1.098,6.283,39.226,39.226,-47.414,-41.131
7760,1,1.033,1.059,12.075,37.603,37.603,-60.591,-48.516000000000005
7761,1,1.116,0.898,12.674,38.404,38.404,-55.804,-43.13
7762,1,1.099,1.007,8.795,40.158,40.158,-51.699,-42.903999999999996
7763,1,1.106,0.951,18.769,36.983,36.983,-59.695,-40.926
7764,1,1.026,0.825,24.635,35.715,35.715,-67.015,-42.379999999999995
7765,1,0.92,0.767,26.672,44.769,44.769,-71.039,-44.367000000000004
7766,1,1.042,0.967,23.821,44.053,44.053,-71.301,-47.480000000000004
7767,1,1.012,0.832,20.621,44.874,44.874,-64.591,-43.97
7768,1,0.786,0.823,17.019,38.567,38.567,-60.916,-43.897
7769,1,0.983,1.138,13.359,38.529,38.529,-57.935,-44.576
7770,1,1.289,0.876,20.009,38.829,38.829,-64.41,-44.400999999999996
7771,1,1.471,1.03,20.158,39.574,39.574,-66.02,-45.861999999999995
7772,1,1.27,0.908,11.693,39.697,39.697,-57.257,-45.564
7773,1,1.316,1.039,7.642,35.701,35.701,-50.581,-42.939
7774,1,1.171,1.086,14.148,38.494,38.494,-55.936,-41.788
7775,1,1.15,1.08,16.391,42.089,42.089,-60.037,-43.646
7776,1,1.255,1.108,22.438,46.359,46.359,-60.673,-38.235
7777,1,1.241,1.03,21.836,42.659,42.659,-63.752,-41.916000000000004
7778,1,1.061,0.951,27.052,37.734,37.734,-68.023,-40.971
7779,1,0.954,0.839,28.629,41.766,41.766,-69.321,-40.69199999999999
7780,1,1.191,1.107,25.431,41.824,41.824,-64.063,-38.632000000000005
7781,1,1.101,1.117,22.577,37.651,37.651,-61.2,-38.623000000000005
