frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma,replicate,sas_rdc_rmsd,selection_rank
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,3,7.046,18
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,3,7.046,19
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,3,7.046,20
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,4,7.046,1
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,4,7.046,2
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,4,7.046,3
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,4,7.046,4
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,4,7.046,5
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,4,7.046,6
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,4,7.046,7
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,4,7.046,8
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,4,7.046,9
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,4,7.046,10
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,4,7.046,11
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,4,7.046,12
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,4,7.046,13
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,4,7.046,14
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,4,7.046,15
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,4,7.046,16
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,4,7.046,17
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,4,7.046,18
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,4,7.046,19
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,4,7.046,20
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,5,7.046,1
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,5,7.046,2
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,5,7.046,3
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,5,7.046,4
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,5,7.046,5
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,5,7.046,6
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,5,7.046,7
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,5,7.046,8
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,5,7.046,9
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,5,7.046,10
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,5,7.046,11
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,5,7.046,12
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,5,7.046,13
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,5,7.046,14
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,5,7.046,15
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,5,7.046,16
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,5,7.046,17
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,5,7.046,18
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,5,7.046,19
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,5,7.046,20
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,6,7.046,1
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,6,7.046,2
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,6,7.046,3
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,6,7.046,4
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,6,7.046,5
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,6,7.046,6
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,6,7.046,7
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,6,7.046,8
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,6,7.046,9
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,6,7.046,10
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,6,7.046,11
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,6,7.046,12
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,6,7.046,13
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,6,7.046,14
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,6,7.046,15
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,6,7.046,16
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,6,7.046,17
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,6,7.046,18
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,6,7.046,19
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,6,7.046,20
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,7,7.046,1
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,7,7.046,2
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,7,7.046,3
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,7,7.046,4
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,7,7.046,5
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,7,7.046,6
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,7,7.046,7
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,7,7.046,8
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,7,7.046,9
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,7,7.046,10
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,7,7.046,11
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,7,7.046,12
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,7,7.046,13
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,7,7.046,14
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,7,7.046,15
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,7,7.046,16
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,7,7.046,17
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,7,7.046,18
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,7,7.046,19
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,7,7.046,20
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,8,7.046,1
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,8,7.046,2
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,8,7.046,3
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,8,7.046,4
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,8,7.046,5
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,8,7.046,6
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,8,7.046,7
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,8,7.046,8
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,8,7.046,9
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,8,7.046,10
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,8,7.046,11
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,8,7.046,12
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,8,7.046,13
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,8,7.046,14
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,8,7.046,15
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,8,7.046,16
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,8,7.046,17
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,8,7.046,18
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,8,7.046,19
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,8,7.046,20
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,9,7.046,1
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,9,7.046,2
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,9,7.046,3
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,9,7.046,4
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,9,7.046,5
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,9,7.046,6
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,9,7.046,7
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,9,7.046,8
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,9,7.046,9
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,9,7.046,10
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,9,7.046,11
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,9,7.046,12
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,9,7.046,13
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,9,7.046,14
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,9,7.046,15
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,9,7.046,16
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,9,7.046,17
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,9,7.046,18
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,9,7.046,19
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,9,7.046,20
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,10,7.046,1
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,10,7.046,2
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,10,7.046,3
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,10,7.046,4
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,10,7.046,5
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,10,7.046,6
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,10,7.046,7
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,10,7.046,8
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,10,7.046,9
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,10,7.046,10
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,10,7.046,11
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,10,7.046,12
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,10,7.046,13
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,10,7.046,14
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,10,7.046,15
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,10,7.046,16
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,10,7.046,17
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,10,7.046,18
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,10,7.046,19
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,10,7.046,20
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,11,7.046,1
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,11,7.046,2
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,11,7.046,3
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,11,7.046,4
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,11,7.046,5
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,11,7.046,6
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,11,7.046,7
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,11,7.046,8
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,11,7.046,9
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,11,7.046,10
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,11,7.046,11
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,11,7.046,12
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,11,7.046,13
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,11,7.046,14
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,11,7.046,15
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,11,7.046,16
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,11,7.046,17
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,11,7.046,18
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,11,7.046,19
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,11,7.046,20
36726,1,0.619,0.787,-44.545000000000016,28.712999999999994,28.713,45.166,0.6209999999999809,12,7.046,1
23236,1,0.531,0.529,-34.12700000000001,46.89500000000001,46.895,25.65299999999999,-8.47399999999999,12,7.046,2
21822,1,0.641,0.621,-15.396000000000015,19.15700000000001,19.157,-3.4850000000000136,-18.881,12,7.046,3
41764,1,0.401,0.634,-51.992999999999995,47.24000000000001,47.24,28.860000000000014,-23.13300000000001,12,7.046,4
38449,1,0.537,0.695,-56.238,26.099999999999994,26.1,32.31200000000001,-23.925999999999988,12,7.046,5
5618,1,0.979,0.889,-37.489000000000004,105.40899999999999,105.409,-2.4410000000000025,-39.93000000000001,12,7.046,6
12467,1,0.615,0.704,-26.602000000000004,15.396000000000015,15.396,16.72200000000001,-9.879999999999995,12,7.046,7
10508,1,0.793,0.668,-42.89099999999999,26.641999999999996,26.642,37.54399999999998,-5.347000000000008,12,7.046,8
22813,1,0.698,0.817,-41.46199999999999,24.990999999999985,24.991,19.601,-21.86099999999999,12,7.046,9
15723,1,0.388,0.591,-32.66499999999999,18.224999999999994,18.225,12.705000000000013,-19.960000000000008,12,7.046,10
17668,1,0.617,0.536,-45.63900000000001,57.36699999999999,57.367,21.591000000000008,-24.048000000000002,12,7.046,11
19258,1,0.766,0.544,-44.60300000000001,37.363,37.363,39.52699999999999,-5.075999999999993,12,7.046,12
32015,1,0.533,0.558,-27.84899999999999,51.327,51.327,-2.2179999999999893,-30.067000000000007,12,7.046,13
14530,1,0.597,0.624,-31.87100000000001,50.81299999999999,50.813,9.025000000000006,-22.846000000000004,12,7.046,14
24528,1,0.568,0.649,-46.488,27.860000000000014,27.86,18.566000000000003,-27.921999999999997,12,7.046,15
16305,1,0.829,0.609,-60.111999999999995,27.257000000000005,27.257,52.33500000000001,-7.776999999999987,12,7.046,16
41247,1,0.475,0.457,-37.09,31.498999999999995,31.499,12.430000000000007,-24.659999999999997,12,7.046,17
42922,1,1.452,0.833,-44.953,94.05200000000002,94.052,42.68299999999999,-2.2700000000000102,12,7.046,18
1952,1,0.713,0.676,-28.206999999999994,24.382000000000005,24.382,25.74600000000001,-2.4610000000000127,12,7.046,19
30332,1,0.732,0.739,-20.788999999999987,23.432999999999993,23.433,10.84299999999999,-9.945999999999998,12,7.046,20
