frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
4928,1,1.376,1.167,-2.058,47.443,47.443,-48.084,-50.142
4929,1,1.724,1.099,-1.713,48.946,48.946,-50.555,-52.268
4930,1,1.46,1.084,-4.011,49.298,49.298,-46.451,-50.462
4931,1,1.669,1.254,1.794,59.324,59.324,-52.894,-51.1
4932,1,1.583,1.206,0.463,56.888,56.888,-50.304,-49.841
4933,1,1.391,1.241,-8.214,49.699,49.699,-47.975,-56.189
4934,1,1.413,1.146,-3.075,59.319,59.319,-47.515,-50.59
4935,1,1.403,1.051,-7.48,57.427,57.427,-48.343,-55.82300000000001
4936,1,1.272,0.977,-3.506,62.314,62.314,-48.1,-51.606
4937,1,1.277,1.009,-5.345,57.683,57.683,-44.902,-50.247
4938,1,1.364,1.087,-2.022,67.158,67.158,-47.726,-49.748
4939,1,1.331,1.042,-2.246,66.14,66.14,-39.702,-41.948
4940,1,1.346,0.869,-4.315,66.436,66.436,-40.349,-44.663999999999994
4941,1,1.507,1.091,3.7,69.492,69.492,-41.606,-37.906
4942,1,1.315,1.052,4.089,67.689,67.689,-41.884,-37.795
4943,1,1.423,1.089,-0.631,64.6,64.6,-41.66,-42.291
4944,1,1.344,0.952,7.085,68.512,68.512,-49.129,-42.044
4945,1,1.277,0.942,2.085,67.709,67.709,-47.992,-45.907
4946,1,1.418,1.155,10.723,66.151,66.151,-51.605,-40.882
4947,1,1.415,1.065,11.32,56.301,56.301,-52.746,-41.426
4948,1,1.244,1.225,10.406,55.687,55.687,-49.296,-38.89
4949,1,1.466,1.126,8.365,61.383,61.383,-51.1,-42.735
4950,1,1.675,1.115,3.848,61.265,61.265,-47.809,-43.961
4951,1,1.67,1.084,6.549,69.745,69.745,-50.024,-43.475
4952,1,1.457,0.971,2.635,65.335,65.335,-45.514,-42.879000000000005
4953,1,1.276,0.956,3.294,68.082,68.082,-44.598,-41.304
4954,1,1.402,1.051,-3.126,68.985,68.985,-42.265,-45.391
4955,1,1.399,0.927,-2.748,71.373,71.373,-42.711,-45.458999999999996
4956,1,1.445,1.025,0.202,71.751,71.751,-42.283,-42.081
4957,1,1.487,0.97,2.428,70.277,70.277,-45.758,-43.330000000000005
4958,1,1.328,1.057,1.643,67.182,67.182,-46.422,-44.778999999999996
4959,1,1.514,1.0,6.711,76.096,76.096,-43.072,-36.361000000000004
4960,1,1.376,1.016,-1.741,67.596,67.596,-42.087,-43.828
4961,1,1.29,1.109,3.27,67.763,67.763,-38.131,-34.861
4962,1,1.224,1.136,0.143,58.269,58.269,-45.941,-45.798
4963,1,1.239,1.037,4.885,62.914,62.914,-48.982,-44.097
4964,1,1.3,0.971,1.301,62.862,62.862,-47.453,-46.152
4965,1,1.294,1.131,3.007,65.013,65.013,-49.714,-46.707
4966,1,1.459,1.058,0.636,58.774,58.774,-43.804,-43.168
4967,1,1.325,1.247,-1.13,59.375,59.375,-48.358,-49.488
4968,1,1.334,1.321,0.538,59.34,59.34,-43.278,-42.74
4969,1,1.277,1.13,-0.341,58.505,58.505,-44.48,-44.821
4970,1,1.347,1.312,-1.226,59.228,59.228,-45.34,-46.566
4971,1,1.09,1.192,1.559,56.971,56.971,-47.44,-45.881
4972,1,1.196,1.199,5.298,62.053,62.053,-46.673,-41.375
4973,1,1.135,1.04,3.181,63.509,63.509,-41.999,-38.818000000000005
4974,1,1.299,1.128,-2.993,62.528,62.528,-36.762,-39.755
4975,1,1.14,1.148,-0.377,67.951,67.951,-37.762,-38.139
4976,1,1.313,1.007,-7.78,63.959,63.959,-39.254,-47.034
4977,1,1.243,1.185,-1.386,59.999,59.999,-42.163,-43.549
4978,1,1.217,1.006,0.16,63.241,63.241,-48.014,-47.854000000000006
4979,1,1.311,1.281,-3.344,60.545,60.545,-41.486,-44.83
4980,1,1.366,0.926,-7.988,66.724,66.724,-39.928,-47.916
4981,1,1.242,1.177,-18.622,71.207,71.207,-34.631,-53.253
4982,1,1.225,0.967,-10.954,70.261,70.261,-33.959,-44.913000000000004
4983,1,1.304,0.986,-10.131,72.544,72.544,-27.71,-37.841
4984,1,1.381,1.055,-14.244,70.699,70.699,-25.876,-40.120000000000005
4985,1,1.262,0.996,-16.508,70.963,70.963,-25.77,-42.278
4986,1,1.064,1.024,-12.764,64.212,64.212,-24.676,-37.44
4987,1,1.211,0.936,-14.504,68.107,68.107,-29.144,-43.647999999999996
4988,1,1.16,1.094,-18.792,71.149,71.149,-25.269,-44.061
4989,1,1.454,0.956,-14.261,72.555,72.555,-31.991,-46.251999999999995
4990,1,1.228,0.889,-15.067,69.963,69.963,-27.709,-42.775999999999996
4991,1,1.119,0.95,-8.528,66.95,66.95,-33.265,-41.793
4992,1,1.317,1.096,-13.362,55.757,55.757,-34.259,-47.621
4993,1,1.034,1.144,-15.374,59.164,59.164,-26.373,-41.747
4994,1,0.926,1.103,-13.729,53.313,53.313,-21.687,-35.416
4995,1,1.139,0.937,-10.227,52.608,52.608,-26.081,-36.308
4996,1,0.995,0.877,-17.553,54.043,54.043,-19.63,-37.183
4997,1,1.12,1.001,-18.17,47.973,47.973,-15.806,-33.976
4998,1,1.149,1.085,-13.721,56.575,56.575,-14.26,-27.981
4999,1,1.07,1.025,-13.942,58.11,58.11,-16.491,-30.433
5000,1,1.106,1.146,-9.408,65.649,65.649,-19.095,-28.503
5001,1,1.107,0.936,-12.151,63.319,63.319,-16.34,-28.491
5002,1,1.256,0.863,-14.053,64.543,64.543,-14.195,-28.248
5003,1,1.124,0.775,-17.587,63.444,63.444,-12.677,-30.264
5004,1,1.141,0.985,-14.905,60.633,60.633,-15.279,-30.183999999999997
5005,1,0.901,0.98,-17.091,57.262,57.262,-10.862,-27.953000000000003
5006,1,1.073,0.922,-19.238,50.381,50.381,-20.677,-39.915
5007,1,1.133,1.121,-22.465,51.8,51.8,-19.732,-42.197
5008,1,1.111,1.017,-19.019,58.942,58.942,-14.775,-33.794
5009,1,1.148,1.065,-19.542,52.273,52.273,-22.822,-42.364000000000004
5010,1,1.143,1.088,-23.105,52.59,52.59,-18.558,-41.663
5011,1,1.076,1.059,-24.043,53.992,53.992,-12.313,-36.356
5012,1,1.123,1.027,-27.376,51.284,51.284,-3.645,-31.021
5013,1,1.048,0.963,-22.203,58.787,58.787,-12.446,-34.649
5014,1,0.996,0.871,-29.764,60.02,60.02,-11.141,-40.905
5015,1,1.0,0.887,-24.284,59.011,59.011,-17.808,-42.092
5016,1,1.165,0.972,-22.47,57.395,57.395,-22.621,-45.090999999999994
5017,1,1.224,0.97,-18.286,55.17,55.17,-21.921,-40.207
5018,1,1.132,0.93,-20.232,54.054,54.054,-22.298,-42.53
5019,1,1.113,0.994,-19.414,59.288,59.288,-18.77,-38.184
5020,1,1.17,1.073,-21.802,68.08,68.08,-20.353,-42.155
5021,1,1.299,0.896,-17.181,75.505,75.505,-16.972,-34.153000000000006
5022,1,0.989,0.93,-12.366,71.185,71.185,-21.419,-33.785
5023,1,1.035,0.819,-15.303,70.618,70.618,-22.97,-38.272999999999996
5024,1,0.958,1.072,-17.149,66.088,66.088,-20.064,-37.213
5025,1,1.126,1.17,-15.231,63.972,63.972,-23.656,-38.887
5026,1,1.125,0.95,-11.067,59.855,59.855,-19.406,-30.473
5027,1,1.068,0.99,-3.431,61.324,61.324,-24.598,-28.029
5028,1,1.124,1.025,-5.694,61.451,61.451,-17.003,-22.697
5029,1,1.009,0.965,-6.572,60.616,60.616,-19.451,-26.023
5030,1,0.927,0.909,-10.859,58.195,58.195,-15.515,-26.374000000000002
5031,1,1.012,1.132,-8.59,66.447,66.447,-20.449,-29.039
5032,1,1.027,1.049,-7.514,68.681,68.681,-17.681,-25.195
5033,1,0.933,1.08,-12.841,66.187,66.187,-16.197,-29.037999999999997
5034,1,1.206,1.131,-16.395,71.963,71.963,-14.859,-31.253999999999998
5035,1,0.937,1.015,-16.011,68.029,68.029,-17.425,-33.436
5036,1,0.981,1.009,-16.742,63.768,63.768,-16.574,-33.316
5037,1,0.975,1.148,-12.66,68.35,68.35,-13.152,-25.811999999999998
5038,1,1.033,1.137,-19.909,66.442,66.442,-14.436,-34.345
5039,1,0.846,1.002,-11.931,64.601,64.601,-19.572,-31.503
5040,1,0.957,0.971,-13.073,69.057,69.057,-17.425,-30.498
5041,1,1.125,1.129,-6.094,69.236,69.236,-16.427,-22.521
5042,1,1.038,1.026,-7.435,64.504,64.504,-14.914,-22.349
5043,1,1.109,1.127,-10.822,63.153,63.153,-6.668,-17.49
5044,1,1.026,1.07,-9.455,63.181,63.181,-10.206,-19.661
5045,1,0.946,1.127,-15.358,66.444,66.444,-9.114,-24.472
5046,1,1.119,1.17,-13.149,62.978,62.978,-9.399,-22.548
5047,1,1.152,1.113,-12.931,60.578,60.578,-16.521,-29.451999999999998
5048,1,1.283,1.146,-18.822,66.04,66.04,-18.22,-37.042
5049,1,1.165,1.11,-23.297,60.353,60.353,-15.118,-38.415
5050,1,1.169,1.004,-15.14,59.833,59.833,-24.342,-39.482
5051,1,1.113,1.044,-9.577,63.215,63.215,-23.252,-32.829
5052,1,0.997,1.007,-13.777,60.521,60.521,-17.598,-31.375
5053,1,1.008,1.12,-17.682,61.82,61.82,-20.843,-38.525
5054,1,1.089,0.981,-14.061,67.787,67.787,-25.54,-39.601
5055,1,0.898,0.971,-6.821,67.716,67.716,-34.857,-41.678
5056,1,1.08,1.023,-17.236,65.796,65.796,-30.119,-47.355000000000004
5057,1,1.335,1.112,-19.445,77.435,77.435,-26.034,-45.479
5058,1,1.468,1.056,-23.505,73.159,73.159,-21.048,-44.553
5059,1,1.404,1.037,-15.463,69.789,69.789,-24.72,-40.183
5060,1,1.337,1.068,-21.804,62.688,62.688,-22.055,-43.858999999999995
5061,1,1.306,1.154,-13.393,68.229,68.229,-29.003,-42.396
5062,1,1.213,1.022,-20.838,67.579,67.579,-18.504,-39.342
5063,1,1.014,1.051,-15.696,68.777,68.777,-23.254,-38.95
5064,1,1.129,1.104,-21.382,66.282,66.282,-24.326,-45.708
5065,1,1.147,1.122,-13.681,62.479,62.479,-22.798,-36.479
5066,1,1.005,0.962,-14.758,64.905,64.905,-21.673,-36.431
5067,1,1.214,0.894,-13.198,55.558,55.558,-23.708,-36.906
5068,1,1.114,1.18,-12.367,60.133,60.133,-24.615,-36.982
5069,1,1.178,1.281,-9.947,59.125,59.125,-26.583,-36.53
5070,1,0.996,1.233,-14.091,62.558,62.558,-24.803,-38.894
5071,1,1.088,1.567,-5.069,59.618,59.618,-27.221,-32.29
5072,1,1.126,1.376,-4.074,63.14,63.14,-31.12,-35.194
5073,1,1.132,1.315,-3.66,63.558,63.558,-32.633,-36.293000000000006
5074,1,1.286,1.167,-2.905,66.88,66.88,-37.922,-40.827
5075,1,1.34,1.14,-2.283,64.006,64.006,-35.619,-37.902
5076,1,1.253,1.154,-3.387,59.755,59.755,-38.028,-41.415
5077,1,0.917,1.02,-3.783,63.383,63.383,-33.634,-37.417
5078,1,0.964,0.887,-1.987,61.426,61.426,-42.844,-44.831
5079,1,0.857,0.946,-1.852,53.284,53.284,-42.697,-44.549
5080,1,0.89,1.176,-4.949,51.123,51.123,-37.433,-42.382
5081,1,0.972,1.364,-11.875,52.861,52.861,-30.726,-42.601
5082,1,1.106,1.167,-17.136,56.222,56.222,-26.997,-44.132999999999996
5083,1,1.018,0.844,-15.114,62.678,62.678,-29.447,-44.561
5084,1,0.992,0.834,-6.658,72.61,72.61,-36.332,-42.99
5085,1,0.771,0.757,-11.842,67.769,67.769,-32.013,-43.855
5086,1,1.014,0.939,-7.168,57.595,57.595,-34.781,-41.949
5087,1,0.963,1.02,-10.075,64.047,64.047,-32.928,-43.003
5088,1,0.921,0.991,-12.355,61.162,61.162,-22.548,-34.903
5089,1,0.98,1.078,-13.674,66.478,66.478,-16.651,-30.325
5090,1,1.065,1.128,-13.166,66.852,66.852,-23.604,-36.769999999999996
5091,1,0.852,1.272,-14.803,73.667,73.667,-25.935,-40.738
5092,1,0.905,1.132,-9.963,72.674,72.674,-26.965,-36.928
5093,1,1.083,1.142,-13.037,76.624,76.624,-24.579,-37.616
5094,1,1.027,1.251,-11.129,73.455,73.455,-23.416,-34.545
5095,1,1.011,0.996,-14.38,62.423,62.423,-28.668,-43.048
5096,1,1.022,0.987,-14.455,68.679,68.679,-27.869,-42.324
5097,1,1.062,0.902,-14.227,61.974,61.974,-30.091,-44.318
5098,1,0.97,1.126,-14.154,59.629,59.629,-30.934,-45.088
5099,1,0.864,1.159,-13.578,55.544,55.544,-30.068,-43.646
5100,1,0.989,1.209,-10.122,53.621,53.621,-28.7,-38.822
5101,1,1.289,1.011,-9.492,52.717,52.717,-32.36,-41.852000000000004
5102,1,1.373,1.166,-8.842,49.261,49.261,-32.519,-41.361
5103,1,1.12,1.161,-13.156,47.066,47.066,-28.167,-41.323
5104,1,1.286,1.307,-12.12,53.052,53.052,-32.941,-45.061
5105,1,1.417,0.97,-14.615,50.002,50.002,-34.537,-49.152
5106,1,1.146,1.096,-12.546,51.412,51.412,-31.548,-44.093999999999994
5107,1,1.212,0.967,-4.774,58.256,58.256,-36.621,-41.395
5108,1,1.437,0.911,-6.277,54.97,54.97,-35.519,-41.796
5109,1,1.315,1.195,-4.18,50.454,50.454,-33.688,-37.868
5110,1,1.0,0.935,-2.731,54.617,54.617,-36.932,-39.663000000000004
5111,1,1.327,0.9,-3.407,45.644,45.644,-35.585,-38.992000000000004
5112,1,1.276,1.104,3.125,49.456,49.456,-38.741,-35.616
5113,1,1.221,0.987,0.36,49.628,49.628,-34.394,-34.034
5114,1,1.066,1.112,0.145,54.221,54.221,-34.943,-34.797999999999995
5115,1,0.935,1.217,-3.943,50.45,50.45,-33.886,-37.829
5116,1,0.678,1.265,1.463,55.008,55.008,-44.013,-42.55
5117,1,0.884,1.137,5.267,59.576,59.576,-46.737,-41.47
5118,1,1.02,1.26,-4.244,55.07,55.07,-45.78,-50.024
5119,1,1.075,1.066,4.505,61.327,61.327,-47.522,-43.016999999999996
5120,1,1.221,1.234,-0.334,59.917,59.917,-40.73,-41.064
5121,1,1.373,0.928,4.16,58.24,58.24,-42.176,-38.016000000000005
5122,1,1.042,0.829,2.264,56.595,56.595,-45.856,-43.592
5123,1,1.113,1.064,-2.568,61.12,61.12,-45.453,-48.021
5124,1,1.017,0.882,-2.751,63.667,63.667,-48.792,-51.543
5125,1,1.302,0.99,-6.903,64.364,64.364,-41.277,-48.18
5126,1,1.083,0.909,-8.275,57.731,57.731,-35.88,-44.155
5127,1,1.443,0.733,-10.732,58.507,58.507,-32.482,-43.214
5128,1,1.287,0.735,-7.772,58.543,58.543,-40.485,-48.257
5129,1,1.327,0.814,-3.758,62.463,62.463,-41.499,-45.257000000000005
5130,1,1.164,0.691,-12.634,58.293,58.293,-30.885,-43.519000000000005
5131,1,1.275,0.846,-4.064,64.985,64.985,-32.857,-36.921
5132,1,1.228,0.896,-4.996,67.215,67.215,-37.391,-42.387
5133,1,1.365,0.987,-5.96,61.848,61.848,-36.801,-42.761
5134,1,1.706,0.996,-8.704,71.829,71.829,-34.984,-43.688
5135,1,1.427,1.106,-4.688,74.846,74.846,-34.983,-39.671
5136,1,1.45,1.029,-4.088,76.25,76.25,-32.621,-36.709
5137,1,1.419,0.93,0.522,72.319,72.319,-39.249,-38.727000000000004
5138,1,1.13,1.014,-0.516,72.521,72.521,-33.601,-34.117
5139,1,1.233,1.055,-2.81,71.008,71.008,-34.155,-36.965
5140,1,1.201,1.062,0.841,70.61,70.61,-41.324,-40.483
5141,1,1.07,0.988,6.097,65.644,65.644,-43.134,-37.037
5142,1,0.931,1.171,1.816,70.476,70.476,-36.671,-34.855
5143,1,1.134,1.146,2.525,71.219,71.219,-39.603,-37.078
5144,1,1.173,1.101,0.793,68.639,68.639,-36.6,-35.807
5145,1,1.119,0.901,-8.62,78.42,78.42,-36.502,-45.122
5146,1,1.195,1.208,-6.008,77.876,77.876,-36.186,-42.194
5147,1,1.244,1.209,-8.491,75.128,75.128,-34.17,-42.661
5148,1,0.971,1.203,-5.422,64.629,64.629,-36.065,-41.486999999999995
5149,1,1.326,1.158,-7.399,62.627,62.627,-32.779,-40.178000000000004
5150,1,1.368,1.091,-8.003,64.873,64.873,-36.697,-44.7
5151,1,1.21,1.133,-1.963,62.811,62.811,-35.432,-37.395
5152,1,1.388,1.121,-6.046,62.551,62.551,-40.572,-46.618
5153,1,1.007,1.214,-10.72,62.866,62.866,-30.422,-41.142
5154,1,1.055,1.345,-3.59,65.633,65.633,-32.663,-36.253
5155,1,0.895,1.264,-4.302,63.306,63.306,-35.074,-39.376
5156,1,0.994,0.873,-3.169,73.851,73.851,-36.299,-39.467999999999996
5157,1,1.121,1.003,1.632,70.063,70.063,-34.014,-32.382000000000005
5158,1,1.089,1.063,0.826,67.64,67.64,-36.57,-35.744
5159,1,1.186,1.129,4.559,71.041,71.041,-38.062,-33.503
5160,1,1.199,1.048,3.773,68.577,68.577,-38.587,-34.814
5161,1,1.167,0.783,7.148,72.896,72.896,-39.567,-32.419
5162,1,1.274,0.839,3.247,69.546,69.546,-39.102,-35.855
5163,1,1.132,1.078,-2.532,69.675,69.675,-37.032,-39.56399999999999
5164,1,1.152,0.944,-5.226,71.206,71.206,-35.053,-40.278999999999996
5165,1,1.073,1.151,-7.353,76.324,76.324,-33.474,-40.827
5166,1,1.084,0.96,-5.448,78.065,78.065,-29.527,-34.975
5167,1,1.065,1.045,-3.844,77.241,77.241,-32.221,-36.065
5168,1,1.268,0.959,3.639,78.347,78.347,-35.445,-31.806
5169,1,1.178,1.278,1.047,72.141,72.141,-37.987,-36.940000000000005
5170,1,1.111,0.989,10.437,72.654,72.654,-39.364,-28.927
5171,1,1.169,0.815,2.196,68.094,68.094,-36.975,-34.779
5172,1,1.233,1.181,2.142,76.542,76.542,-38.45,-36.308
5173,1,1.419,0.936,4.19,69.771,69.771,-37.79,-33.6
5174,1,1.3,1.069,8.136,71.819,71.819,-41.098,-32.962
5175,1,1.221,1.093,9.538,74.791,74.791,-43.005,-33.467
5176,1,1.235,1.264,10.499,71.428,71.428,-44.207,-33.708
5177,1,1.623,1.171,12.862,68.232,68.232,-46.777,-33.915
5178,1,1.441,1.279,6.61,64.793,64.793,-45.071,-38.461
5179,1,1.335,1.469,2.831,61.023,61.023,-40.165,-37.333999999999996
5180,1,1.134,1.007,-0.046,64.533,64.533,-48.055,-48.101
5181,1,1.197,1.017,-0.54,67.209,67.209,-47.539,-48.079
5182,1,1.37,1.258,3.252,66.717,66.717,-48.871,-45.619
5183,1,1.358,0.997,3.094,68.056,68.056,-40.966,-37.872
5184,1,1.151,0.982,2.149,65.773,65.773,-43.939,-41.79
5185,1,1.264,1.154,1.927,69.851,69.851,-42.35,-40.423
5186,1,1.308,1.106,1.751,65.398,65.398,-46.183,-44.432
5187,1,1.263,0.919,7.57,67.84,67.84,-46.253,-38.683
5188,1,1.283,0.97,-3.619,63.78,63.78,-39.382,-43.001
5189,1,1.118,0.988,5.249,61.799,61.799,-47.404,-42.155
5190,1,1.241,0.967,7.796,61.532,61.532,-45.711,-37.915
5191,1,1.141,1.021,5.03,62.842,62.842,-43.533,-38.503
5192,1,1.097,1.084,0.472,68.978,68.978,-42.276,-41.804
5193,1,1.374,1.405,0.203,63.792,63.792,-42.855,-42.651999999999994
5194,1,1.313,1.503,-0.566,64.503,64.503,-39.019,-39.585
5195,1,1.389,1.298,3.577,63.772,63.772,-40.353,-36.776
5196,1,1.224,1.097,8.118,58.626,58.626,-43.511,-35.393
5197,1,1.229,1.134,2.546,68.4,68.4,-41.818,-39.272
5198,1,1.228,1.051,9.828,72.786,72.786,-47.953,-38.125
5199,1,1.193,1.168,6.095,74.672,74.672,-48.344,-42.249
5200,1,1.339,0.918,0.748,72.666,72.666,-41.699,-40.951
5201,1,1.348,1.032,3.75,66.593,66.593,-47.564,-43.814
5202,1,1.363,1.061,2.899,75.85,75.85,-44.519,-41.62
5203,1,1.514,1.061,1.681,68.645,68.645,-43.773,-42.092000000000006
5204,1,1.233,0.992,2.363,71.573,71.573,-38.25,-35.887
5205,1,1.217,0.907,3.441,72.699,72.699,-41.736,-38.294999999999995
5206,1,0.991,1.171,4.069,72.546,72.546,-44.559,-40.489999999999995
5207,1,1.229,1.048,-2.941,72.845,72.845,-35.6,-38.541000000000004
5208,1,1.094,1.059,-4.615,70.976,70.976,-36.248,-40.863
5209,1,1.073,1.319,-5.703,69.96,69.96,-37.561,-43.264
5210,1,1.212,1.128,-2.312,70.076,70.076,-40.153,-42.464999999999996
5211,1,1.212,1.22,5.415,71.376,71.376,-41.639,-36.224000000000004
5212,1,1.236,0.91,-0.859,68.652,68.652,-40.943,-41.802
5213,1,1.272,0.926,-0.868,73.16,73.16,-39.644,-40.512
5214,1,1.105,0.987,-3.202,68.391,68.391,-33.975,-37.177
5215,1,1.183,1.003,2.832,71.697,71.697,-39.03,-36.198
5216,1,1.273,1.088,10.796,78.605,78.605,-40.207,-29.411
5217,1,1.296,1.197,7.881,72.534,72.534,-37.601,-29.72
5218,1,1.013,1.019,8.881,68.267,68.267,-36.902,-28.021
5219,1,1.014,1.028,-0.794,69.813,69.813,-38.259,-39.053
5220,1,0.929,1.2,2.833,75.221,75.221,-36.157,-33.324
5221,1,1.248,1.189,1.628,72.81,72.81,-34.194,-32.566
5222,1,1.069,1.314,8.996,82.178,82.178,-32.231,-23.235
5223,1,1.15,1.155,0.002,77.972,77.972,-33.125,-33.123
5224,1,1.082,1.379,1.995,77.3,77.3,-30.541,-28.546
5225,1,1.074,1.268,-4.036,71.516,71.516,-29.574,-33.61
5226,1,0.943,1.411,1.438,73.924,73.924,-34.607,-33.169
5227,1,1.23,1.128,1.292,74.413,74.413,-30.33,-29.037999999999997
5228,1,1.003,1.119,1.588,70.606,70.606,-27.867,-26.279
5229,1,1.172,1.366,6.106,73.681,73.681,-34.862,-28.756
5230,1,1.298,1.288,7.812,74.698,74.698,-37.247,-29.435
5231,1,1.077,1.369,7.694,70.509,70.509,-39.536,-31.842000000000002
5232,1,1.233,1.367,4.096,70.94,70.94,-39.183,-35.087
5233,1,1.399,1.397,10.968,64.573,64.573,-38.493,-27.525000000000002
5234,1,1.24,1.391,6.37,70.447,70.447,-40.261,-33.891000000000005
5235,1,1.229,1.264,3.006,75.661,75.661,-32.981,-29.975
5236,1,1.337,1.128,4.592,77.208,77.208,-31.076,-26.484
5237,1,1.367,1.214,3.354,75.761,75.761,-38.365,-35.011
5238,1,1.346,1.134,6.141,74.095,74.095,-31.398,-25.256999999999998
5239,1,1.289,1.108,-0.19,75.207,75.207,-35.227,-35.416999999999994
5240,1,1.31,1.099,1.286,69.272,69.272,-41.094,-39.808
5241,1,1.173,1.18,7.925,71.112,71.112,-36.562,-28.636999999999997
5242,1,1.153,1.157,11.862,70.589,70.589,-32.921,-21.058999999999997
5243,1,0.957,1.141,15.847,65.529,65.529,-37.855,-22.007999999999996
5244,1,0.767,1.184,16.791,65.299,65.299,-38.284,-21.493
5245,1,0.896,1.196,11.521,62.149,62.149,-33.101,-21.58
5246,1,1.159,0.995,6.573,71.142,71.142,-36.617,-30.043999999999997
5247,1,0.754,0.942,2.942,76.978,76.978,-36.976,-34.034
5248,1,1.006,0.969,-0.717,72.814,72.814,-34.127,-34.844
5249,1,0.839,0.986,2.104,69.541,69.541,-35.872,-33.768
5250,1,0.925,1.083,-0.494,67.852,67.852,-37.307,-37.801
5251,1,0.789,1.009,-1.035,72.085,72.085,-39.851,-40.885999999999996
5252,1,1.047,0.907,-10.226,68.611,68.611,-36.818,-47.044
5253,1,1.078,0.943,-3.917,69.504,69.504,-33.674,-37.591
5254,1,1.329,1.085,-8.03,73.728,73.728,-29.704,-37.734
5255,1,1.066,0.871,-6.565,73.599,73.599,-35.201,-41.766
5256,1,1.003,1.089,-6.314,70.011,70.011,-32.082,-38.396
5257,1,1.119,1.012,-6.001,67.72,67.72,-35.607,-41.608
5258,1,0.905,1.015,-0.117,66.89,66.89,-39.141,-39.257999999999996
5259,1,0.818,1.011,-1.891,68.137,68.137,-40.206,-42.097
5260,1,1.143,0.997,-10.253,64.626,64.626,-38.052,-48.305
5261,1,1.123,1.165,-0.967,65.254,65.254,-40.981,-41.948
5262,1,0.936,1.157,-0.192,66.645,66.645,-38.827,-39.019
5263,1,0.862,1.082,-5.815,70.279,70.279,-36.794,-42.608999999999995
5264,1,0.967,1.094,-3.781,67.234,67.234,-41.369,-45.15
5265,1,1.026,1.207,-7.166,64.544,64.544,-37.17,-44.336
5266,1,1.157,1.258,-1.003,64.275,64.275,-39.695,-40.698
5267,1,1.071,1.066,4.035,68.678,68.678,-41.081,-37.04600000000001
5268,1,1.128,1.116,-0.07,74.963,74.963,-38.014,-38.084
5269,1,1.043,1.016,-0.387,69.339,69.339,-40.894,-41.281
5270,1,1.198,0.906,-3.046,73.927,73.927,-37.596,-40.641999999999996
5271,1,1.156,1.193,-3.864,65.023,65.023,-37.503,-41.367
5272,1,1.182,1.171,-2.615,64.43,64.43,-41.97,-44.585
5273,1,1.164,1.138,-4.671,62.071,62.071,-39.782,-44.452999999999996
5274,1,1.082,1.39,-3.425,63.003,63.003,-38.321,-41.745999999999995
5275,1,1.141,0.943,1.222,63.624,63.624,-41.813,-40.591
5276,1,0.972,0.88,-2.251,68.824,68.824,-37.037,-39.288
5277,1,1.072,0.809,-3.97,72.755,72.755,-32.156,-36.126
5278,1,1.169,0.991,3.607,73.796,73.796,-37.293,-33.686
5279,1,1.161,0.933,5.884,77.043,77.043,-37.376,-31.491999999999997
5280,1,1.054,0.875,9.678,70.388,70.388,-34.089,-24.410999999999998
5281,1,1.013,0.775,2.943,70.369,70.369,-29.199,-26.256
5282,1,1.019,1.016,-0.841,67.945,67.945,-29.458,-30.299
5283,1,0.794,0.948,0.124,65.517,65.517,-27.292,-27.168000000000003
5284,1,1.086,1.017,-1.575,68.205,68.205,-23.21,-24.785
5285,1,1.165,1.01,-7.708,70.927,70.927,-23.31,-31.018
5286,1,1.19,0.896,-7.889,68.065,68.065,-22.89,-30.779
5287,1,1.306,0.919,-13.236,62.652,62.652,-25.093,-38.329
5288,1,1.188,0.936,-8.768,69.948,69.948,-21.269,-30.037
5289,1,1.069,0.733,1.513,70.477,70.477,-22.207,-20.694000000000003
5290,1,1.255,1.069,4.757,64.822,64.822,-18.427,-13.67
5291,1,1.078,1.061,0.591,65.824,65.824,-17.891,-17.299999999999997
5292,1,1.101,0.981,2.097,66.138,66.138,-15.219,-13.122
5293,1,1.235,1.224,-2.972,65.051,65.051,-20.592,-23.564
5294,1,1.04,1.093,-3.457,68.525,68.525,-22.554,-26.011
5295,1,0.77,1.044,-16.914,62.888,62.888,-11.474,-28.388
5296,1,0.981,1.007,-10.472,62.438,62.438,-14.925,-25.397
5297,1,0.891,1.185,-11.097,71.359,71.359,-23.035,-34.132
5298,1,0.93,0.845,-8.199,68.87,68.87,-21.208,-29.406999999999996
5299,1,0.991,0.924,2.272,72.721,72.721,-33.347,-31.075000000000003
5300,1,1.147,0.983,4.231,67.884,67.884,-40.006,-35.775
5301,1,1.454,0.839,6.695,71.83,71.83,-33.732,-27.037
5302,1,1.326,0.806,5.454,70.45,70.45,-32.705,-27.250999999999998
5303,1,1.055,1.076,0.558,73.382,73.382,-42.182,-41.624
5304,1,0.983,0.953,-0.785,68.182,68.182,-35.978,-36.763
5305,1,1.085,1.042,4.169,66.811,66.811,-36.425,-32.256
5306,1,1.313,1.137,3.936,63.309,63.309,-36.409,-32.473
5307,1,1.154,1.055,3.792,61.082,61.082,-37.594,-33.802
5308,1,0.954,0.765,5.544,59.478,59.478,-40.823,-35.279
5309,1,1.129,1.028,1.958,56.673,56.673,-43.853,-41.895
