frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
181,1,1.453,0.895,27.207,51.815,51.815,-33.061,-5.853999999999999
182,1,2.375,0.863,2.853,74.318,74.318,32.794,35.647
183,1,1.511,0.986,13.358,57.696,57.696,-17.661,-4.303000000000001
184,1,1.797,0.526,11.372,59.553,59.553,-12.765,-1.3930000000000007
185,1,1.806,0.606,16.671,54.507,54.507,-16.952,-0.28100000000000236
186,1,1.507,0.895,12.077,53.555,53.555,-16.399,-4.322000000000001
187,1,1.48,0.753,24.152,50.549,50.549,-38.773,-14.621000000000002
188,1,1.442,0.927,26.637,55.302,55.302,-36.497,-9.86
189,1,1.121,0.914,21.153,51.724,51.724,-30.698,-9.545000000000002
190,1,2.787,0.929,13.088,67.371,67.371,29.165,42.253
191,1,1.478,0.92,40.876,74.702,74.702,25.529,66.405
192,1,1.527,0.851,43.362,74.185,74.185,23.203,66.565
193,1,1.649,0.942,37.996,75.077,75.077,28.862,66.858
194,1,1.626,0.859,35.567,77.405,77.405,27.339,62.906
195,1,1.914,0.856,32.548,76.602,76.602,28.709,61.257000000000005
196,1,1.873,0.67,42.668,62.054,62.054,-15.018,27.65
197,1,2.094,0.763,15.416,47.239,47.239,-21.545,-6.129000000000001
198,1,1.639,0.754,14.767,47.233,47.233,-20.629,-5.862000000000002
199,1,1.646,0.642,4.157,46.844,46.844,-7.991,-3.8339999999999996
200,1,1.038,0.637,24.702,53.667,53.667,-38.589,-13.886999999999997
201,1,1.963,0.549,9.674,49.813,49.813,-14.319,-4.645000000000001
202,1,1.725,0.511,4.103,53.504,53.504,-7.662,-3.559
203,1,1.984,0.604,-2.536,52.113,52.113,-6.07,-8.606
204,1,1.498,0.677,1.845,56.029,56.029,-10.691,-8.846
205,1,1.372,1.017,14.027,55.543,55.543,-14.736,-0.7090000000000014
206,1,2.03,0.888,36.881,70.977,70.977,3.451,40.332
207,1,1.527,0.927,12.478,50.431,50.431,-15.104,-2.6259999999999994
208,1,1.698,0.658,17.723,47.202,47.202,-19.125,-1.402000000000001
209,1,1.799,1.029,27.822,86.881,86.881,53.606,81.428
